Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1707963599,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1707963600,1,,Aggregated,0.000000,0.000000,3,44,46,46,47,49,49,49,49,49,49,17,0,44,27.8747196391444,1.5478640561923385,48.63915895111859,2695.294117647059
1707963601,2,,Aggregated,0.000000,0.000000,3,44,46,46,47,48,49,50,50,50,50,51,0,44,27.806227878375235,1.4399359934031963,50.08770397398621,2695.294117647059
1707963602,3,,Aggregated,17.000000,0.000000,3,44,46,46,47,48,49,50,50,50,50,82,0,44,27.238689485096895,1.4399359934031963,50.08770397398621,2702.0
1707963603,4,,Aggregated,19.500000,0.000000,3,44,46,46,48,48,50,50,55,55,55,130,0,44,27.81444874126464,1.4399359934031963,54.57911500707269,2692.0153846153844
1707963604,5,,Aggregated,22.666667,0.000000,3,44,46,46,48,49,50,53,55,55,55,220,0,44,28.188403727571394,1.2059150030836463,54.57911500707269,2683.2181818181816
1707963605,6,,Aggregated,30.500000,0.000000,3,44,46,46,48,49,50,53,55,55,55,273,0,44,28.25235134722399,1.2059150030836463,54.57911500707269,2643.102564102564
1707963606,7,,Aggregated,35.000000,0.000000,3,44,46,46,48,49,50,52,55,55,55,375,0,44,28.133860046043992,1.0760939912870526,54.57911500707269,2642.5733333333333
1707963607,8,,Aggregated,42.500000,0.000000,3,44,46,47,48,49,51,52,55,55,55,489,0,44,28.442781712338025,1.0760939912870526,54.57911500707269,2622.3435582822085
1707963608,9,,Aggregated,49.142857,0.000000,3,44,46,47,48,50,51,52,55,55,55,588,0,44,28.04392660024804,1.0325469775125384,54.57911500707269,2677.079931972789
1707963609,10,,Aggregated,55.875000,0.000000,3,44,46,47,48,50,51,52,55,55,55,707,0,44,28.591568153641347,1.0325469775125384,54.57911500707269,2627.159830268741
1707963610,11,,Aggregated,58.444444,0.000000,3,44,46,47,48,49,51,52,55,55,55,865,0,44,28.58079269627981,1.0209680767729878,54.57911500707269,2626.0878612716765
1707963611,12,,Aggregated,67.500000,0.000000,2,44,46,47,48,49,51,52,53,55,55,1008,0,44,28.390280803987046,1.0209680767729878,54.57911500707269,2649.7371031746034
1707963612,13,,Aggregated,77.800000,0.000000,3,44,46,47,48,49,51,52,53,55,55,1164,0,44,28.52201672529728,1.015329034999013,54.57911500707269,2619.8041237113403
1707963613,14,,Aggregated,90.200000,0.000000,3,44,46,47,48,49,51,52,53,55,55,1359,0,44,28.606478057611895,1.015329034999013,54.57911500707269,2617.852097130243
1707963614,15,,Aggregated,104.200000,0.000000,2,44,46,47,48,49,51,52,53,55,55,1543,0,44,28.378970334662473,0.8959650294855237,54.57911500707269,2642.0797148412184
1707963615,16,,Aggregated,116.000000,0.000000,3,44,46,47,48,50,51,52,53,55,55,1723,0,44,28.56609834828622,0.8959650294855237,54.57911500707269,2614.9042367962857
1707963616,17,,Aggregated,126.900000,0.000000,2,44,46,47,48,50,51,52,55,55,55,1942,0,44,28.601197191899168,0.8578760316595435,54.60701999254525,2621.5164778578783
1707963617,18,,Aggregated,138.600000,0.000000,3,44,46,47,48,50,51,52,53,55,55,2176,0,44,28.580690679893237,0.8397420169785619,54.60701999254525,2635.1704963235293
1707963618,19,,Aggregated,151.200000,0.000000,3,44,46,47,48,50,52,52,55,58,58,2381,0,44,28.780417209678884,0.8397420169785619,57.992561953142285,2615.0067198656025
1707963619,20,,Aggregated,160.900000,0.000000,3,44,47,47,48,50,52,52,68,76,76,2649,0,44,28.875784536641866,0.8397420169785619,75.92279801610857,2616.3586258965647
1707963620,21,,Aggregated,178.300000,0.000000,3,44,47,48,48,50,52,52,68,76,76,2911,0,44,28.900115801599256,0.8397420169785619,75.92279801610857,2621.624871178289
1707963621,22,,Aggregated,186.300000,0.000000,3,44,47,48,48,50,52,52,60,76,76,3149,0,44,28.88825265867396,0.8397420169785619,75.92279801610857,2621.1619561765638
1707963622,23,,Aggregated,198.800000,0.000000,3,44,47,48,48,50,52,52,69,76,76,3467,0,44,29.014755301208393,0.8397420169785619,75.92279801610857,2615.723968849149
1707963623,24,,Aggregated,210.600000,0.000000,3,44,47,48,48,51,52,53,69,76,76,3744,0,44,29.054280522429437,0.8397420169785619,75.92279801610857,2615.2943376068374
1707963624,25,,Aggregated,221.500000,0.000000,3,44,47,48,49,51,52,55,100,110,110,4027,0,44,29.253192003040457,0.8397420169785619,111.32985900621861,2616.713682642165
1707963625,26,,Aggregated,231.600000,0.000000,3,44,47,48,49,51,56,66,100,110,110,4359,0,44,29.681718453218387,0.8397420169785619,111.32985900621861,2619.3721036935076
1707963626,27,,Aggregated,247.500000,0.000000,3,44,47,48,49,52,56,66,100,110,110,4647,0,44,29.787977393073245,0.8397420169785619,111.32985900621861,2611.360017215408
1707963627,28,,Aggregated,256.600000,0.000000,3,44,47,48,50,52,60,69,100,110,110,5008,0,44,30.094765382386505,0.8397420169785619,111.32985900621861,2608.3993610223642
1707963628,29,,Aggregated,265.100000,0.000000,3,44,47,48,50,52,61,69,100,110,110,5314,0,44,30.088827314515488,0.8397420169785619,111.32985900621861,2612.4678208505834
1707963629,30,,Aggregated,278.200000,0.000000,3,44,48,48,50,52,64,75,100,110,110,5669,0,44,30.44688548558584,0.8397420169785619,111.32985900621861,2611.6078673487386
