NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.46666666666667,22.932122061035304,52,0,5685.516666666666,0.6622772162101842,5686,5684
s0,346.44444444444446,223.35092523307162,501,1,163.70555555555555,0.9049077437459346,165,163
s1,188.42222222222222,121.1512349437473,274,1,193.0,0.0,193,193
s2,224.23888888888888,144.42777371748016,327,1,187.0,0.0,187,187
s3,64.59444444444445,41.1130821599568,93,1,64.70555555555555,0.4557926212437482,65,64
s4,209.75555555555556,135.1429129239867,309,1,220.0,0.0,220,220
s5,78.18888888888888,50.02474819625547,115,1,170.0,0.0,170,170
s6,34.65555555555556,21.77749149471695,50,1,154.0,0.0,154,154
s7,47.355555555555554,30.012705128591836,69,1,151.0,0.0,151,151
s8,36.37222222222222,22.905853341099313,53,1,64.0,0.0,64,64
s9,41.522222222222226,26.320557144465273,62,1,162.0,0.0,162,162
