NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.21111111111111,43.40429943999262,99,0,3345.2722222222224,7.50986799377663,3359,3336
s0,140.2,98.9120484740526,231,1,152.9111111111111,0.28458329944145994,153,152
s1,189.5388888888889,134.62339915024222,314,1,174.30555555555554,0.46064233199380555,175,174
s2,222.34444444444443,157.62812503633083,365,1,173.0,0.0,173,173
s3,92.62222222222222,65.11836705872669,151,1,64.0,0.0,64,64
s4,302.39444444444445,214.78719435297972,500,1,197.0,0.0,197,197
s5,157.98888888888888,111.76875874813481,259,1,160.0,0.0,160,160
s6,94.81111111111112,66.48699028037899,152,1,147.0,0.0,147,147
s7,122.99444444444444,86.46421849671061,198,1,149.0,0.0,149,149
s8,71.38333333333334,49.499862513838245,115,1,64.0,0.0,64,64
s9,119.58333333333333,84.11003870591853,194,1,156.0,0.0,156,156
