NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.833333333333336,39.60534475715788,100,0,3304.9,7.49896289125666,3317,3295
s0,138.82777777777778,90.27493995539744,230,1,152.78333333333333,0.41197356981027583,153,152
s1,191.52777777777777,127.86831031944786,316,1,174.17222222222222,0.37757347416769327,175,174
s2,223.8388888888889,146.2004014240153,367,1,173.0,0.0,173,173
s3,91.87777777777778,59.901554010221695,150,1,64.0,0.0,64,64
s4,306.19444444444446,201.71539623996708,501,1,196.4777777777778,0.4995059287330894,197,196
s5,158.18333333333334,103.36211830259671,259,1,160.0,0.0,160,160
s6,96.35,63.79946664702178,159,1,147.0,0.0,147,147
s7,126.13888888888889,83.56672409843054,208,1,149.0,0.0,149,149
s8,71.52777777777777,46.25141806301193,116,1,64.0,0.0,64,64
s9,120.00555555555556,78.92095181764135,197,1,155.4777777777778,0.4995059287330894,156,155
