NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.42777777777778,42.698299544017175,101,0,3325.238888888889,7.3570554865447875,3335,3316
s0,140.76111111111112,98.93619514554088,232,1,152.56666666666666,0.49553562491061687,153,152
s1,189.1888888888889,135.94295326794204,318,1,174.30555555555554,0.4606423319938055,175,174
s2,226.4611111111111,162.00255018187863,380,1,173.0,0.0,173,173
s3,93.72222222222223,66.18140520615839,156,1,64.0,0.0,64,64
s4,303.93333333333334,218.11838273948595,500,1,196.87222222222223,0.3338422041683025,197,196
s5,158.59444444444443,113.20201692462228,257,1,160.0,0.0,160,160
s6,95.72777777777777,68.46895732581264,159,1,147.0,0.0,147,147
s7,121.05555555555556,86.43910651899675,201,1,149.0,0.0,149,149
s8,71.36111111111111,50.14432103537514,116,1,64.0,0.0,64,64
s9,121.36111111111111,85.56256735336292,201,1,156.0,0.0,156,156
