NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,68.65,37.916058603182904,102,0,5683.633333333333,2.081399102099889,5685,5679
s0,180.49444444444444,99.77900565317236,268,1,163.0,0.0,163,163
s1,218.1,119.40389440885085,320,1,193.30555555555554,0.4606423319938055,194,193
s2,256.25,140.90133959618694,379,1,187.0,0.0,187,187
s3,109.07222222222222,59.98944634549902,161,1,64.85555555555555,0.35153982265680833,65,64
s4,345.4277777777778,186.88858922885208,501,1,220.0,0.0,220,220
s5,168.70555555555555,91.25706652834084,245,1,170.0,0.0,170,170
s6,95.86666666666666,52.57010134625532,141,1,154.0,0.0,154,154
s7,150.95555555555555,83.23813377040746,224,1,151.0,0.0,151,151
s8,88.55,47.8230854295287,130,1,64.0,0.0,64,64
s9,142.7888888888889,78.67867061584444,212,1,162.0,0.0,162,162
