NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,68.54444444444445,38.30902449847413,102,0,5430.616666666667,4.494780924089133,5437,5423
s0,165.39444444444445,91.60370548195468,245,1,157.82777777777778,0.3775734741676934,158,157
s1,196.44444444444446,108.99705511935336,291,1,185.0,0.0,185,185
s2,231.0222222222222,128.21193199610104,342,1,180.0,0.0,180,180
s3,100.59444444444445,55.70265276170748,149,1,64.0,0.0,64,64
s4,317.15555555555557,176.80098108771978,473,1,213.0,0.0,213,213
s5,161.0388888888889,89.47410326078146,239,1,165.0,0.0,165,165
s6,90.1,49.514318916630344,133,1,153.0,0.0,153,153
s7,136.0888888888889,75.30207971813621,201,1,150.0,0.0,150,150
s8,84.39444444444445,46.23280427746109,125,1,64.0,0.0,64,64
s9,130.38333333333333,72.0146802163744,192,1,157.0,0.0,157,157
