NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,36.483333333333334,19.308166090485592,53,0,5710.627777777778,1.7127967887365307,5713,5708
s0,346.64444444444445,184.57728348918485,500,1,162.61111111111111,0.4874980215217845,163,162
s1,184.57777777777778,97.06011628284557,267,1,192.85555555555555,0.35153982265680833,193,192
s2,221.91666666666666,118.86789469360049,325,1,186.0,0.0,186,186
s3,64.8,34.535392474001696,95,1,64.55,0.49749371855331,65,64
s4,209.32777777777778,111.48980175362107,307,1,218.85555555555555,0.35153982265680833,219,218
s5,78.18333333333334,41.231255000168126,113,1,170.0,0.0,170,170
s6,33.81666666666667,17.582022068010264,49,1,153.85555555555555,0.35153982265680833,154,153
s7,49.644444444444446,24.62533073037288,70,1,151.0,0.0,151,151
s8,37.17777777777778,19.066595441462404,54,1,64.0,0.0,64,64
s9,42.25,21.524372490530613,61,1,162.0,0.0,162,162
