NUSER,LOAD_0,LOAD_1,LOAD_2,SR,REQ/s_login,RES_TIME_login,CPU_login,MEM_login,REQ/s_get_catalogue1,RES_TIME_get_catalogue1,CPU_get_catalogue1,MEM_get_catalogue1,REQ/s_get_catalogue2,RES_TIME_get_catalogue2,CPU_get_catalogue2,MEM_get_catalogue2,REQ/s_get_catalogue3,RES_TIME_get_catalogue3,CPU_get_catalogue3,MEM_get_catalogue3,REQ/s_get_item,RES_TIME_get_item,CPU_get_item,MEM_get_item,REQ/s_get_related,RES_TIME_get_related,CPU_get_related,MEM_get_related,REQ/s_get_tags,RES_TIME_get_tags,CPU_get_tags,MEM_get_tags,REQ/s_get_cart,RES_TIME_get_cart,CPU_get_cart,MEM_get_cart,REQ/s_add_item_to_cart,RES_TIME_add_item_to_cart,CPU_add_item_to_cart,MEM_add_item_to_cart,REQ/s_get_orders,RES_TIME_get_orders,CPU_get_orders,MEM_get_orders,REQ/s_get_customer,RES_TIME_get_customer,CPU_get_customer,MEM_get_customer,REQ/s_get_card,RES_TIME_get_card,CPU_get_card,MEM_get_card,REQ/s_get_address,RES_TIME_get_address,CPU_get_address,MEM_get_address,CPU_carts-db,MEM_carts-db,CPU_catalogue-db,MEM_catalogue-db,CPU_front-end,MEM_front-end,CPU_orders-db,MEM_orders-db,CPU_payment,MEM_payment,CPU_queue-master,MEM_queue-master,CPU_rabbitmq,MEM_rabbitmq,CPU_session-db,MEM_session-db,CPU_shipping,MEM_shipping,CPU_user-db,MEM_user-db
1,1,0,0,10,0.0,0.0,1.0,6.0,1.3616769583531372,3.3570518813486743,2.161111111111111,6.0,0.6808384791765686,46.769857918020605,2.161111111111111,6.0,0.6808384791765686,3.487075852315117,2.161111111111111,6.0,0.6808384791765686,46.48264646699526,2.161111111111111,6.0,0.6752578359046295,44.653184768396976,2.161111111111111,6.0,0.6808384791765686,44.30160211476967,2.161111111111111,6.0,2.7233539167062744,45.9983710905094,4.822222222222222,338.4277777777778,0.0,0.0,4.822222222222222,338.4277777777778,0.0,0.0,2.0,359.0,1.3616769583531372,44.814133700934,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,4.0,34.0,2.7333333333333334,410.0,10.53888888888889,84.77777777777777,4.0,31.0,1.0,4.0,2.0,326.0,21.116666666666667,116.0,1.85,2.305555555555556,2.0,342.0,7.0,32.0
1,1,0,0,10,0.0,0.0,1.0,6.0,1.3620001009765177,3.3144944465645687,2.2777777777777777,6.0,0.6810000504882588,46.82557167206007,2.2777777777777777,6.0,0.6810000504882588,3.496991138684384,2.2777777777777777,6.0,0.6754180828613059,46.46948747937461,2.2777777777777777,6.0,0.6754180828613059,45.09816517378011,2.2777777777777777,6.0,0.6810000504882588,44.639505925752914,2.2777777777777777,6.0,2.7184182343260823,46.001692683668686,8.105555555555556,338.0,0.0,0.0,8.105555555555556,338.0,0.0,0.0,2.0,359.0,1.3564181333495646,44.83530327982299,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,4.0,34.0,2.661111111111111,410.0,10.833333333333334,76.34444444444445,4.0,31.0,1.0,3.3833333333333333,2.0,326.0,21.33888888888889,115.66111111111113,2.283333333333333,2.311111111111111,2.0,342.0,7.0,32.0
1,1,0,0,10,0.0,0.0,1.0,5.511111111111111,1.3579447413535335,3.29800995488527,2.333333333333333,5.511111111111111,0.6789723706767667,46.54565542987557,2.333333333333333,5.511111111111111,0.6789723706767667,3.549802801470765,2.333333333333333,5.511111111111111,0.6789723706767667,46.711005843117015,2.333333333333333,5.511111111111111,0.6789723706767667,45.34434550417749,2.333333333333333,5.511111111111111,0.6789723706767667,44.57521664435939,2.333333333333333,5.511111111111111,2.715889482707067,46.75397157426375,7.955555555555556,335.1555555555556,0.0,0.0,7.955555555555556,335.1555555555556,0.0,0.0,2.0,359.0,1.3579447413535335,44.92238268213735,1.0,5.511111111111111,0.0,0.0,1.0,5.511111111111111,0.0,0.0,1.0,5.511111111111111,4.0,34.0,2.511111111111111,410.0,10.95,84.0111111111111,4.0,31.0,1.0,4.0,2.0,326.0,21.133333333333333,113.53888888888888,1.8222222222222224,2.0,2.0,342.0,7.0,32.0
1,1,0,0,10,0.0,0.0,1.0,6.0,1.3619779077322696,3.327897688711241,2.1777777777777776,6.0,0.6809889538661348,46.64841624611147,2.1777777777777776,6.0,0.6809889538661348,3.499941458984289,2.1777777777777776,6.0,0.6809889538661348,46.72028893466751,2.1777777777777776,6.0,0.6754070771951008,45.05920239682367,2.1777777777777776,6.0,0.6809889538661348,44.43422048327611,2.1777777777777776,6.0,2.723955815464539,46.14445161475532,6.733333333333333,337.27777777777777,0.0,0.0,6.733333333333333,337.27777777777777,0.0,0.0,2.0,359.0,1.3619779077322696,44.63326439720537,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,4.0,34.0,2.588888888888889,410.0,10.772222222222222,79.2611111111111,4.0,31.0,1.0,5.0,2.0,326.0,20.68888888888889,114.58888888888887,2.172222222222222,2.105555555555556,2.0,342.0,7.0,32.0
1,0,1,0,1,0.7446764436608058,49.7485986841885,1.6944444444444444,6.0,1.4893528873216115,3.470717605243162,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,0.7446764436608058,45.32152013528784,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,2.234029330982417,47.38096568677489,9.0,367.69444444444446,0.0,0.0,9.0,367.69444444444446,0.7446764436608058,52.1333474586337,11.122222222222222,355.3833333333333,0.7446764436608058,45.97373806022813,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,0.0,0.0,1.6944444444444444,6.0,4.694444444444445,34.0,2.0,410.0,9.63888888888889,74.13888888888889,4.0,34.0,1.0,4.0,2.0,326.0,20.683333333333334,121.38888888888889,2.0,3.0,2.0,349.0,7.0,32.0
1,0,1,0,1,0.748482814965023,49.33198092538675,1.6777777777777778,7.0,1.496965629930046,3.4334839627588924,1.6777777777777778,6.0,0.0,0.0,1.6777777777777778,6.0,0.0,0.0,1.6777777777777778,6.0,0.748482814965023,45.25314228354926,1.6777777777777778,6.0,0.0,0.0,1.6777777777777778,6.0,0.0,0.0,1.6777777777777778,6.0,2.2454484448950693,46.69996816172178,7.788888888888889,370.73333333333335,0.0,0.0,7.788888888888889,370.73333333333335,0.748482814965023,47.14129414179609,5.016666666666667,352.3833333333333,0.748482814965023,45.83936510433846,1.6777777777777778,7.0,0.0,0.0,1.6777777777777778,7.0,0.0,0.0,1.6777777777777778,7.0,4.677777777777778,35.0,2.0,410.0,9.444444444444445,71.47222222222223,4.0,32.0,1.0,4.0,2.0,326.0,20.627777777777776,122.0,2.0,3.0,2.0,349.0,7.0,32.0
1,0,1,0,1,0.7480513318669203,50.228554074645,1.6055555555555556,7.0,1.4961026637338406,3.3830483059264496,1.6055555555555556,6.0,0.0,0.0,1.6055555555555556,6.0,0.0,0.0,1.6055555555555556,6.0,0.7424688592410477,45.079320285682,1.6055555555555556,6.0,0.0,0.0,1.6055555555555556,6.0,0.0,0.0,1.6055555555555556,6.0,2.238571522974888,47.02348558356859,5.961111111111111,369.31111111111113,0.0,0.0,5.961111111111111,369.31111111111113,0.7480513318669203,47.13240435071995,4.144444444444445,352.68888888888887,0.7424688592410477,45.647050774400974,1.6055555555555556,7.0,0.0,0.0,1.6055555555555556,7.0,0.0,0.0,1.6055555555555556,7.0,4.605555555555555,35.0,2.0,410.0,9.2,69.4,4.0,32.0,1.0,4.0,2.0,326.0,20.31111111111111,122.0,2.0,3.0,2.0,349.0,7.0,32.0
1,0,1,0,1,0.7486405895198192,50.51780460445428,1.7666666666666666,6.0,1.4972811790396383,3.354460914151651,1.4555555555555555,6.0,0.0,0.0,1.4555555555555555,6.0,0.0,0.0,1.4555555555555555,6.0,0.7486405895198192,45.07503854483051,1.4555555555555555,6.0,0.0,0.0,1.4555555555555555,6.0,0.0,0.0,1.4555555555555555,6.0,2.245921768559457,46.74009277117314,8.422222222222222,368.4555555555556,0.0,0.0,8.422222222222222,368.4555555555556,0.7486405895198192,47.06101396269373,6.605555555555555,352.15,0.7486405895198192,45.89761536560367,1.7666666666666666,6.0,0.0,0.0,1.7666666666666666,6.0,0.0,0.0,1.7666666666666666,6.0,4.455555555555556,34.45555555555556,2.0,410.0,9.266666666666667,68.28888888888889,4.0,34.0,1.0,4.0,2.0,326.0,20.461111111111112,122.0,2.0,3.0,2.0,349.0,7.0,32.0
1,0,1,0,1,0.7486393709440567,49.25159650746768,1.5333333333333334,6.222222222222222,1.4972787418881135,3.462884436573146,1.5333333333333334,6.0,0.0,0.0,1.5333333333333334,6.0,0.0,0.0,1.5333333333333334,6.0,0.7486393709440567,45.02930677608674,1.5333333333333334,6.0,0.0,0.0,1.5333333333333334,6.0,0.0,0.0,1.5333333333333334,6.0,2.2459181128321704,46.82584501242401,7.022222222222222,369.0,0.0,0.0,7.022222222222222,369.0,0.7486393709440567,46.79840758210537,4.222222222222222,353.0,0.7486393709440567,45.70901460447746,1.5333333333333334,6.222222222222222,0.0,0.0,1.5333333333333334,6.222222222222222,0.0,0.0,1.5333333333333334,6.222222222222222,4.533333333333333,35.0,2.0,410.0,9.577777777777778,67.55555555555556,4.0,33.333333333333336,1.0,4.0,2.0,326.0,20.68888888888889,122.0,2.0,3.0,2.0,349.0,7.0,32.0
1,0,1,0,5,0.7367193787250088,52.56420855302181,1.6,7.0,1.4734387574500176,4.813357492433955,1.6,6.0,0.0,0.0,1.6,6.0,0.0,0.0,1.6,6.0,0.7311381713104254,48.45026117556755,1.6,6.0,0.0,0.0,1.6,6.0,0.0,0.0,1.6,6.0,2.204576928760443,48.768870967081895,10.688888888888888,358.2944444444444,0.0,0.0,10.688888888888888,358.2944444444444,0.7367193787250088,49.330356371208175,5.888888888888889,361.0,0.7311381713104254,48.38516209925548,1.6,7.0,0.0,0.0,1.6,7.0,0.0,0.0,1.6,7.0,5.5,34.0,2.6,410.0,12.7,68.28333333333333,4.0,31.0,1.0,4.0,2.0,298.0,44.516666666666666,125.0,2.6,3.0,2.0,331.0,8.0,32.0
1,0,1,0,5,0.7350898395410855,53.20760434351333,2.105555555555556,7.0,1.470179679082171,4.895593114493916,1.805555555555556,6.0,0.0,0.0,1.805555555555556,6.0,0.0,0.0,1.805555555555556,6.0,0.7350898395410855,48.5213697328243,1.805555555555556,6.0,0.0,0.0,1.805555555555556,6.0,0.0,0.0,1.805555555555556,6.0,2.2052695186232567,49.0216424300146,7.45,355.7,0.0,0.0,7.45,355.7,0.7350898395410855,50.5993240992232,5.616666666666666,360.49444444444447,0.7350898395410855,48.38796913740058,2.105555555555556,7.0,0.0,0.0,2.105555555555556,7.0,0.0,0.0,2.105555555555556,7.0,5.011111111111111,34.0,2.5055555555555555,410.0,12.894444444444444,66.6,4.0,31.0,1.0,4.0,2.0,298.0,44.28888888888889,125.0,2.5055555555555555,3.0,2.0,331.0,8.0,32.0
1,0,1,0,5,0.7310428367312013,54.16097527477663,1.6222222222222222,6.016666666666667,1.4620856734624026,4.831645999995075,1.6222222222222222,6.0,0.0,0.0,1.6222222222222222,6.0,0.0,0.0,1.6222222222222222,6.0,0.7310428367312013,48.45284113741421,1.6222222222222222,6.0,0.0,0.0,1.6222222222222222,6.0,0.0,0.0,1.6222222222222222,6.0,2.193128510193604,48.26442746565608,9.083333333333334,355.3222222222222,0.0,0.0,9.083333333333334,355.3222222222222,0.7310428367312013,50.81452525189694,8.433333333333334,357.6388888888889,0.7310428367312013,48.41853623664079,1.6222222222222222,6.016666666666667,0.0,0.0,1.6222222222222222,6.016666666666667,0.0,0.0,1.6222222222222222,6.016666666666667,5.227777777777778,33.30555555555556,2.605555555555556,410.0,13.022222222222222,71.51666666666667,4.0,31.0,1.0,4.0,2.0,298.0,42.57222222222222,123.08888888888887,2.605555555555556,3.0,2.0,331.0,8.0,32.0
1,0,1,0,5,0.7312492582170381,52.8881050992288,1.7166666666666666,7.0,1.4680805718403132,4.871743844107719,1.7166666666666666,6.0,0.0,0.0,1.7166666666666666,6.0,0.0,0.0,1.7166666666666666,6.0,0.7312492582170381,48.25081632825389,1.7166666666666666,6.0,0.0,0.0,1.7166666666666666,6.0,0.0,0.0,1.7166666666666666,6.0,2.1993298300573514,48.973525672612006,7.877777777777778,355.7,0.0,0.0,7.877777777777778,355.7,0.7312492582170381,50.43033033589798,5.866666666666666,359.8277777777778,0.7312492582170381,48.46358507631716,1.7166666666666666,7.0,0.0,0.0,1.7166666666666666,7.0,0.0,0.0,1.7166666666666666,7.0,4.8277777777777775,33.0,2.716666666666667,410.0,13.077777777777778,68.83333333333333,4.0,31.3,1.0,4.0,2.0,298.0,44.0,125.0,2.716666666666667,3.0,2.0,331.0,8.0,32.0
1,0,1,0,10,0.745623005597643,49.857086969591606,1.5,6.0,1.491246011195286,3.528637977739747,1.5,6.0,0.0,0.0,1.5,6.0,0.0,0.0,1.5,6.0,0.745623005597643,45.30232684968846,1.5,6.0,0.0,0.0,1.5,6.0,0.0,0.0,1.5,6.0,2.236869016792929,46.85248103992661,9.922222222222222,339.18888888888887,0.0,0.0,9.922222222222222,339.18888888888887,0.745623005597643,51.50766858615067,12.411111111111111,357.68888888888887,0.745623005597643,45.97204722589034,1.5,6.0,0.0,0.0,1.5,6.0,0.0,0.0,1.5,6.0,4.5,34.0,2.0,410.0,9.488888888888887,70.46666666666667,4.0,31.0,1.0,4.0,2.0,326.0,21.0,116.81111111111112,1.8111111111111111,2.0,2.0,341.18888888888887,7.0,32.0
1,0,1,0,10,0.7498299701572636,49.00425431284265,1.4833333333333334,6.0,1.4996599403145272,3.435445436425924,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,0.7498299701572636,44.84419060485271,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,2.249489910471791,46.38968210455102,7.344444444444444,341.51666666666665,0.0,0.0,7.344444444444444,341.51666666666665,0.7498299701572636,47.08896403680052,4.783333333333333,358.1777777777778,0.7498299701572636,45.1646443358023,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,0.0,0.0,1.4833333333333334,6.0,4.483333333333333,33.0,2.0,410.0,9.28888888888889,71.78888888888889,4.0,32.0,1.0,4.0,2.0,325.0,21.516666666666666,117.0,1.7944444444444445,2.0,2.0,341.0,7.0,32.0
1,0,1,0,10,0.7490062725721592,49.63099978334894,1.7222222222222223,6.0,1.4980125451443185,3.3807533587035445,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,0.7490062725721592,44.74653428411303,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,2.247018817716478,46.86695501192812,7.283333333333333,340.8277777777778,0.0,0.0,7.283333333333333,340.8277777777778,0.7490062725721592,47.11679762704758,4.272222222222222,357.3833333333333,0.7490062725721592,45.41243299297378,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,0.0,0.0,1.7222222222222223,6.0,4.722222222222222,33.0,2.0,410.0,8.938888888888888,67.19444444444444,4.0,32.0,1.0,4.0,2.0,325.0,21.0,116.27777777777776,1.7222222222222223,2.0,2.0,341.0,7.0,32.0
1,0,1,0,10,0.7503569382866685,49.30633564159073,1.5722222222222222,6.0,1.500713876573337,3.372309179389076,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,0.7503569382866685,44.82531010466688,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,2.251070814860005,46.3303842215694,6.933333333333334,339.1166666666667,0.0,0.0,6.933333333333334,339.1166666666667,0.7503569382866685,47.14044396987718,6.133333333333334,357.7333333333333,0.7503569382866685,45.46929908952843,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,0.0,0.0,1.5722222222222222,6.0,4.572222222222222,33.0,2.0,410.0,8.844444444444445,67.36111111111111,4.0,31.0,1.0,4.0,2.311111111111111,325.1166666666667,20.766666666666666,116.0,1.8833333333333333,2.0,2.0,341.0,7.0,32.0
1,0,1,0,10,0.7496170417512056,48.74902804468588,1.6444444444444444,6.0,1.4992340835024112,3.438717832027782,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,0.7496170417512056,44.76542578359202,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,2.2488511252536165,46.54828336058936,7.711111111111111,339.3388888888889,0.0,0.0,7.711111111111111,339.3388888888889,0.7496170417512056,46.99890576131423,4.272222222222222,357.3388888888889,0.7496170417512056,45.52288102221705,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,0.0,0.0,1.6444444444444444,6.0,4.644444444444445,33.0,2.0,410.0,9.3,72.7388888888889,4.0,31.02777777777778,1.0,4.0,2.0,325.0,21.0,116.0,1.9555555555555555,2.0,2.0,341.0,7.0,32.0
