NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.16666666666667,37.33281249636691,99,0,5696.166666666667,1.3186693629901654,5697,5693
s0,177.49444444444444,98.32906754714679,260,1,163.86666666666667,0.339934634239519,164,163
s1,217.37777777777777,119.60166087454895,318,1,193.60555555555555,0.48873103512193494,194,193
s2,251.25,137.78759317635726,368,1,188.0,0.0,188,188
s3,106.87777777777778,58.5973696371694,157,1,64.86666666666666,0.3399346342395191,65,64
s4,343.93888888888887,187.28775139070805,500,1,220.5611111111111,0.4962513799464596,221,220
s5,167.6888888888889,90.62053292523896,244,1,170.0,0.0,170,170
s6,95.55,51.53976620047864,139,1,154.0,0.0,154,154
s7,148.43333333333334,82.23935932521739,218,1,151.86666666666667,0.339934634239519,152,151
s8,87.2388888888889,47.96878196504344,128,1,64.0,0.0,64,64
s9,140.38888888888889,78.42741788777194,208,1,162.0,0.0,162,162
