NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.57222222222222,37.58930559430073,101,0,5683.144444444444,1.5990352029417345,5685,5681
s0,158.3111111111111,87.8310429106101,236,1,163.84444444444443,0.3624334762288908,164,163
s1,217.77777777777777,120.3432847018873,326,1,193.84444444444443,0.3624334762288908,194,193
s2,251.37777777777777,139.8674036982311,384,1,188.0,0.0,188,188
s3,102.32222222222222,56.156196408426105,153,1,64.84444444444445,0.3624334762288909,65,64
s4,345.28333333333336,186.45575212366066,501,1,220.84444444444443,0.3624334762288908,221,220
s5,179.15555555555557,97.62296076812976,261,1,171.0,0.0,171,171
s6,107.21111111111111,59.44904343580389,162,1,154.84444444444443,0.3624334762288908,155,154
s7,139.5222222222222,78.53799190735337,212,1,152.0,0.0,152,152
s8,78.18888888888888,42.66963386673229,115,1,64.0,0.0,64,64
s9,134.93333333333334,75.0504719061335,203,1,162.0,0.0,162,162
