NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.9888888888889,38.357671822652655,103,0,5718.2444444444445,2.5790226878977545,5722,5716
s0,171.58333333333334,93.72221810577612,251,1,162.0,0.0,162,162
s1,203.74444444444444,112.0696272770847,302,1,193.0,0.0,193,193
s2,238.0611111111111,129.89214174712157,350,1,186.0,0.0,186,186
s3,103.47222222222223,56.18198906288142,151,1,64.82777777777778,0.3775734741676934,65,64
s4,329.85555555555555,180.89558443791768,485,1,218.82777777777778,0.3775734741676934,219,218
s5,164.75,90.26146433802437,242,1,170.0,0.0,170,170
s6,92.82777777777778,50.28682515282326,137,1,153.82777777777778,0.3775734741676934,154,153
s7,139.70555555555555,76.02190453504701,204,1,151.0,0.0,151,151
s8,87.05,46.92609733518345,127,1,64.22222222222223,0.41573970964154905,65,64
s9,134.22222222222223,73.31594911792202,197,1,162.0,0.0,162,162
