NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.7,39.63260442278975,100,0,748.8777777777777,7.675108074197867,761,739
s0,133.64444444444445,86.6373426173868,221,1,144.0,0.0,144,144
s1,181.34444444444443,119.2494734310397,298,1,158.0,0.0,158,158
s2,210.51666666666668,137.81225050367942,346,1,162.0,0.0,162,162
s3,90.62777777777778,58.51676213374492,147,1,63.766666666666666,0.4229525846816507,64,63
s4,290.19444444444446,192.1432942485669,481,1,164.92777777777778,0.6238817156013858,166,164
s5,152.1888888888889,99.53546486269153,250,1,150.0,0.0,150,150
s6,88.65555555555555,58.96687603337828,148,1,141.0,0.0,141,141
s7,115.0111111111111,75.15982887515918,189,1,142.30555555555554,0.46064233199380555,143,142
s8,69.28888888888889,44.82391337083971,113,1,63.0,0.0,63,63
s9,114.42222222222222,73.8171882690652,186,1,143.0,0.0,143,143
