NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.61666666666667,41.048788722148124,102,0,688.9277777777778,7.488532385184071,700,679
s0,133.32222222222222,89.79097056531756,221,1,144.0,0.0,144,144
s1,179.99444444444444,119.46126741994766,296,1,158.0,0.0,158,158
s2,214.06666666666666,145.74771200796107,358,1,161.5,0.5,162,161
s3,90.78888888888889,60.76576054260316,153,1,63.80555555555556,0.39577241246597245,64,63
s4,290.9611111111111,193.65284987686627,477,1,164.0,0.0,164,164
s5,154.01666666666668,101.39058004677862,252,1,150.0,0.0,150,150
s6,91.38888888888889,61.29087197661916,150,1,140.5,0.5,141,140
s7,117.77777777777777,78.80887961500811,195,1,142.0,0.0,142,142
s8,69.72222222222223,46.37504783532191,114,1,63.0,0.0,63,63
s9,115.57777777777778,76.70476991944544,191,1,143.30555555555554,0.46064233199380555,144,143
