NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,65.73333333333333,41.80305677286717,98,0,5709.227777777778,1.6425946803611102,5711,5707
s0,173.40555555555557,109.71831090074976,260,1,160.71666666666667,0.45061686115319244,161,160
s1,213.25555555555556,134.8793338186322,317,1,188.30555555555554,0.4606423319938055,189,188
s2,246.49444444444444,156.01415524176795,367,1,184.0,0.0,184,184
s3,104.96111111111111,66.03983342472506,156,1,64.71666666666667,0.45061686115319244,65,64
s4,340.01666666666665,214.72963556269747,500,1,217.30555555555554,0.4606423319938055,218,217
s5,166.45555555555555,104.82230054410189,245,1,167.0,0.0,167,167
s6,93.06666666666666,58.37461396493818,137,1,153.0,0.0,153,153
s7,145.4777777777778,91.71861894799983,216,1,151.0,0.0,151,151
s8,85.48333333333333,53.59275189384807,126,1,64.3,0.458257569495584,65,64
s9,136.87777777777777,86.3660591484844,204,1,161.0,0.0,161,161
