NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.36666666666667,41.03696165924352,101,0,1291.6222222222223,7.645736324947212,1305,1282
s0,137.3388888888889,89.59149041243252,225,1,146.73333333333332,0.4422166387140533,147,146
s1,184.96666666666667,122.78720979356477,303,1,162.0,0.0,162,162
s2,214.51111111111112,143.26077577810054,356,1,165.42777777777778,0.49475645586215844,166,165
s3,91.23333333333333,60.169584416787266,149,1,64.0,0.0,64,64
s4,299.4555555555556,197.7472944672968,489,1,175.30555555555554,0.4606423319938055,176,175
s5,155.37777777777777,102.59597975422037,254,1,152.12777777777777,0.33384220416830257,153,152
s6,92.44444444444444,60.729383536236874,151,1,141.0,0.0,141,141
s7,121.95,81.79006153969237,204,1,143.0,0.0,143,143
s8,71.1,46.323752006934846,115,1,63.0,0.0,63,63
s9,117.45,78.04943412137379,195,1,146.73333333333332,0.4422166387140533,147,146
