NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.16111111111111,42.20507656259281,100,0,1210.1222222222223,7.463731235154257,1224,1201
s0,135.9777777777778,94.34169312519461,226,1,146.0,0.0,146,146
s1,186.42222222222222,128.13191794030763,304,1,160.6888888888889,0.46294814791110356,161,160
s2,213.38333333333333,147.70497151792526,351,1,165.30555555555554,0.46064233199380555,166,165
s3,90.5,62.1134714319956,148,1,64.0,0.0,64,64
s4,299.35555555555555,206.58153144897165,489,1,172.38333333333333,0.48619840486049404,173,172
s5,154.12777777777777,106.17569456935023,253,1,151.6888888888889,0.46294814791110356,152,151
s6,91.5,63.03724648526809,151,1,141.0,0.0,141,141
s7,120.7388888888889,82.93440271878123,199,1,142.6888888888889,0.46294814791110356,143,142
s8,70.43888888888888,48.11631322914747,115,1,63.0,0.0,63,63
s9,118.44444444444444,81.51395396714616,194,1,146.61111111111111,0.4874980215217845,147,146
