NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.28333333333333,42.94198605871259,99,0,3968.7555555555555,7.9488798807143075,3983,3959
s0,157.8388888888889,111.50785542278021,262,1,154.0,0.0,154,154
s1,189.92777777777778,135.02292112228596,317,1,176.0,0.0,176,176
s2,223.0888888888889,158.59309529908043,373,1,175.0,0.0,175,175
s3,96.0,67.89166206374519,160,1,64.0,0.0,64,64
s4,301.96666666666664,214.21362390535919,501,1,199.61111111111111,0.4874980215217845,200,199
s5,149.04444444444445,104.77827500765723,245,1,160.0,0.0,160,160
s6,84.71111111111111,59.52436372228779,140,1,149.0,0.0,149,149
s7,132.05555555555554,93.49240742923234,220,1,149.0,0.0,149,149
s8,78.50555555555556,54.94436552067131,129,1,64.0,0.0,64,64
s9,125.34444444444445,88.62902222323629,209,1,156.0,0.0,156,156
