NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,65.41666666666667,36.90902855520433,97,0,5714.961111111111,3.4790865482014874,5718,5708
s0,174.0888888888889,98.78446171611813,261,1,160.81666666666666,0.3869395588747966,161,160
s1,213.05,120.52045815268598,318,1,188.81666666666666,0.3869395588747966,189,188
s2,247.4777777777778,139.9074875113137,371,1,185.0,0.0,185,185
s3,104.66111111111111,58.798352574133396,156,1,64.81666666666666,0.3869395588747966,65,64
s4,340.1222222222222,189.26670352105884,501,1,217.30555555555554,0.4606423319938055,218,217
s5,164.42222222222222,91.25068983334717,243,1,168.0,0.0,168,168
s6,92.45,51.719250123463056,138,1,153.0,0.0,153,153
s7,144.57777777777778,82.51464217240179,217,1,151.0,0.0,151,151
s8,85.17222222222222,47.35173709773317,126,1,64.0,0.0,64,64
s9,136.0611111111111,77.46247578228433,204,1,161.2111111111111,0.40809705938237684,162,161
