NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,68.6,39.17831032599542,102,0,5692.922222222222,3.7035351813512145,5696,5686
s0,174.69444444444446,99.22841759307003,259,1,159.0,0.0,159,159
s1,210.11111111111111,119.20560617357675,312,1,186.78333333333333,0.41197356981027583,187,186
s2,241.98333333333332,137.3087144195719,357,1,182.0,0.0,182,182
s3,105.0111111111111,59.42268449084714,156,1,64.48333333333333,0.4997221450188317,65,64
s4,339.7611111111111,192.6251501950208,500,1,214.78333333333333,0.41197356981027583,215,214
s5,166.94444444444446,94.67457257024203,246,1,165.0,0.0,165,165
s6,93.22777777777777,52.606487829243974,139,1,153.0,0.0,153,153
s7,144.98333333333332,82.65742387845282,216,1,150.78333333333333,0.41197356981027583,151,150
s8,87.4,49.114559959344035,130,1,64.0,0.0,64,64
s9,137.76666666666668,78.55621483300278,206,1,157.0,0.0,157,157
