NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.94444444444444,21.1961008527046,52,0,5696.266666666666,1.0934146311237816,5698,5694
s0,343.8777777777778,205.78202209445786,500,1,162.9111111111111,0.28458329944145994,163,162
s1,185.55555555555554,111.38807148494763,271,1,193.0,0.0,193,193
s2,221.68333333333334,133.99624683798672,324,1,186.0,0.0,186,186
s3,63.955555555555556,38.22285852183542,94,1,64.61111111111111,0.4874980215217845,65,64
s4,208.15,124.51012787899803,305,1,219.0,0.0,219,219
s5,77.94444444444444,46.16753575863337,114,1,170.0,0.0,170,170
s6,34.40555555555556,19.92338024148798,50,1,153.61111111111111,0.4874980215217845,154,153
s7,49.03333333333333,27.83041900910265,73,1,151.0,0.0,151,151
s8,36.33888888888889,21.35107696708344,53,1,64.0,0.0,64,64
s9,41.99444444444445,24.354214151016663,61,1,162.0,0.0,162,162
