Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,25%,50%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,add_item_to_cart,457,0,7,7.118998187226274,4.122045007534325,16.431240015663207,0.0,2.550723398451334,0.0,6,7,8,8,9,10,12,13,16,16,16
GET,get_address,456,0,45,46.26544846044118,42.90726297767833,60.603586956858635,283.0,2.5451419468135845,0.0,44,45,48,48,49,52,52,53,61,61,61
GET,get_basket,456,0,2,2.3832802996223204,0.935410032980144,48.42980799730867,23020.0,2.5451419468135845,0.0,2,2,2,2,3,4,6,7,48,48,48
GET,get_card,456,0,47,46.304283543641006,43.12386701349169,56.23408098472282,17.0,2.5451419468135845,0.0,44,47,48,48,49,52,52,53,56,56,56
GET,get_cart,5399,0,47,46.74583395731001,42.164315993431956,125.1009869738482,208.35599185034266,30.13425739220733,0.0,44,47,48,48,50,52,52,54,86,130,130
GET,get_catalogue1,2610,0,3,3.3648628845206066,1.8185140215791762,40.4558380250819,1643.0,14.567588774525122,0.0,3,3,4,4,4,5,7,8,15,40,40
GET,get_catalogue2,579,0,46,46.70071226533821,42.003303999081254,77.8532309923321,22.0,3.2316604982567227,0.0,46,46,47,49,50,51,51,53,78,78,78
GET,get_catalogue3,579,0,3,3.650637107679302,1.9876279984600842,9.952272986993194,1927.0,3.2316604982567227,0.0,3,3,4,4,5,5,6,8,10,10,10
GET,get_category,579,0,2,2.4209002560464623,0.9235519682988524,48.12978103291243,11518.0,3.2316604982567227,0.0,1,2,2,2,3,3,4,44,48,48,48
GET,get_customer,2790,0,45,46.30366044526245,42.84059000201523,79.33442504145205,359.8268817204301,15.572250069319958,0.0,44,45,48,48,49,52,52,53,72,79,79
GET,get_customer_orders,723,0,2,2.51408100469852,0.867886992637068,48.01812197547406,6368.0,4.035389534092591,0.0,1,2,2,2,3,3,7,44,48,48,48
GET,get_detail,1035,0,2,2.34215713026236,0.7977599743753672,49.020213016774505,10364.0,5.776802445070307,0.0,1,2,2,2,3,3,5,44,48,49,49
GET,get_index,2154,0,2,2.2078460312540105,0.8361100335605443,48.466291977092624,8688.0,12.022446827711537,0.0,1,2,2,2,3,3,5,7,48,48,48
GET,get_item,2670,0,46,46.20819326513273,41.79989802651107,85.23548301309347,286.0,14.902475872790069,0.0,44,46,48,48,50,51,52,52,71,85,85
GET,get_orders,1179,0,47,47.48036426612894,42.35823202179745,82.09798502502963,2.0,6.580531480906176,0.0,46,47,49,50,51,52,53,53,74,82,82
GET,get_related,1033,0,45,46.22415535351205,42.927373026032,72.14861700776964,760.0,5.765639541794809,0.0,44,45,48,48,49,52,52,53,57,72,72
GET,get_tags,579,0,44,45.87474235002553,42.25928598316386,85.08055104175583,107.0,3.2316604982567227,0.0,44,44,48,48,48,51,52,56,85,85,85
GET,login,727,0,48,49.72954639600349,44.6842199889943,132.50583596527576,13.0,4.057715340643588,0.0,48,48,52,52,52,53,56,60,130,130,130
,Aggregated,24461,0,44,31.326376607237023,0.7977599743753672,132.50583596527576,2473.962307346388,136.52788851098046,0.0,3,44,48,48,49,51,52,53,71,120,130
