NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.75555555555555,21.276127002979504,52,0,1173.2444444444445,4.560241492414168,1180,1167
s0,325.4,202.3760690727373,500,1,146.86666666666667,0.6091888960832356,148,146
s1,176.08333333333334,109.92532187302837,276,1,160.0,0.0,160,160
s2,207.16666666666666,129.77384174015964,324,1,165.0,0.0,165,165
s3,61.21111111111111,37.503331539254084,94,1,64.0,0.0,64,64
s4,196.62222222222223,122.62110365564484,310,1,172.0,0.0,172,172
s5,74.79444444444445,45.94993618931879,117,1,151.30555555555554,0.4606423319938055,152,151
s6,32.36666666666667,19.627899644242234,50,1,141.0,0.0,141,141
s7,46.483333333333334,28.522987805160472,72,1,142.61111111111111,0.48749802152178445,143,142
s8,34.83888888888889,21.09427618228037,53,1,63.0,0.0,63,63
s9,39.577777777777776,23.87908325886801,60,1,146.0,0.0,146,146
