NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.71111111111111,22.300844251305545,51,0,5705.75,2.0866640042581523,5708,5703
s0,341.5722222222222,222.9894125676911,500,1,161.52777777777777,0.6448992647913278,162,160
s1,183.17222222222222,120.12196720905314,269,1,188.0,0.0,188,188
s2,218.25,144.04134726606185,324,1,184.0,0.0,184,184
s3,62.477777777777774,40.34799396852278,92,1,64.61111111111111,0.4874980215217845,65,64
s4,202.85,132.57938816673828,301,1,217.0,0.0,217,217
s5,76.71666666666667,49.67441494371121,114,1,167.67222222222222,0.4694033512586372,168,167
s6,33.327777777777776,21.293669000577918,49,1,153.0,0.0,153,153
s7,47.50555555555555,30.637938939640435,72,1,151.0,0.0,151,151
s8,36.016666666666666,23.1695381913408,53,1,64.0,0.0,64,64
s9,40.355555555555554,25.572472661529844,60,1,161.0,0.0,161,161
