NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,65.87222222222222,39.842890144437675,100,0,5727.427777777778,1.7764839041568588,5730,5725
s0,172.98333333333332,105.06693501446273,262,1,160.0,0.0,160,160
s1,211.72222222222223,128.09384821535062,320,1,188.0,0.0,188,188
s2,247.06666666666666,149.05064761870565,373,1,184.0,0.0,184,184
s3,104.67777777777778,62.72954784501086,158,1,64.91111111111111,0.28458329944146,65,64
s4,339.1333333333333,202.98920058849325,501,1,217.0,0.0,217,217
s5,165.95555555555555,98.82773015158034,245,1,167.0,0.0,167,167
s6,93.38888888888889,56.10668299359008,140,1,153.0,0.0,153,153
s7,145.83333333333334,88.22367407145697,219,1,151.0,0.0,151,151
s8,86.07222222222222,51.49282911840525,129,1,64.0,0.0,64,64
s9,137.61111111111111,82.93380150516897,208,1,161.3,0.4582575694955841,162,161
