NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.86111111111111,44.066334326645034,101,0,5689.544444444445,3.162843696250825,5693,5685
s0,178.65555555555557,115.19834693172672,263,1,163.1,0.3,164,163
s1,217.7722222222222,140.4198795104468,320,1,193.0,0.0,193,193
s2,250.65,161.97631771342375,371,1,187.0,0.0,187,187
s3,107.77777777777777,69.24373662453809,159,1,64.70555555555555,0.4557926212437482,65,64
s4,343.1722222222222,221.46943181485582,500,1,220.0,0.0,220,220
s5,167.05555555555554,107.58628176812952,245,1,170.0,0.0,170,170
s6,94.67222222222222,60.774613720199866,140,1,154.0,0.0,154,154
s7,150.4388888888889,97.05818208619273,224,1,151.30555555555554,0.4606423319938055,152,151
s8,88.41111111111111,56.62879017375534,130,1,64.3,0.458257569495584,65,64
s9,142.2722222222222,91.76817595051105,212,1,162.0,0.0,162,162
