NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.77777777777778,43.748721321702085,100,0,4605.366666666667,7.60548048010994,4615,4596
s0,141.17777777777778,102.31705383841364,234,1,155.9111111111111,0.28458329944145994,156,155
s1,189.01666666666668,137.86875703605463,313,1,179.9111111111111,0.28458329944145994,180,179
s2,227.14444444444445,165.86973209326456,380,1,176.0,0.0,176,176
s3,94.25555555555556,67.9957614873671,155,1,64.3,0.45825756949558405,65,64
s4,303.1666666666667,221.47366284353842,501,1,205.0,0.0,205,205
s5,156.91666666666666,113.2949383492288,261,1,163.0,0.0,163,163
s6,96.36666666666666,69.20580418818449,160,1,151.0,0.0,151,151
s7,124.21111111111111,89.98240500162541,208,1,150.0,0.0,150,150
s8,70.65,50.67866908276104,114,1,64.0,0.0,64,64
s9,121.18888888888888,88.05672344125618,202,1,156.3,0.45825756949558405,157,156
