NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.11666666666667,40.616947065096966,100,0,4345.9,7.359121324361128,4357,4337
s0,141.89444444444445,96.68709538289092,237,1,154.82222222222222,0.38232556742411666,155,154
s1,189.98333333333332,131.78094091669283,317,1,179.30555555555554,0.4606423319938055,180,179
s2,227.65555555555557,156.21667012419437,380,1,175.82222222222222,0.38232556742411666,176,175
s3,93.48333333333333,63.255695834885536,154,1,64.0,0.0,64,64
s4,303.2888888888889,210.83544106690542,500,1,201.60555555555555,0.48873103512193494,202,201
s5,157.66666666666666,108.28968351396895,262,1,161.21666666666667,0.41197356981027583,162,161
s6,96.7,65.73565749778932,159,1,151.0,0.0,151,151
s7,125.06111111111112,86.04734897387658,207,1,149.5222222222222,0.4995059287330894,150,149
s8,70.12777777777778,47.59715567547143,115,1,64.0,0.0,64,64
s9,120.8,82.59313934381393,200,1,156.0,0.0,156,156
