NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.71111111111111,45.678281842674046,102,0,5699.933333333333,7.087234219982353,5708,5690
s0,156.85,102.29529559075529,233,1,162.7,0.4582575694955841,163,162
s1,208.2722222222222,135.82512574612483,307,1,193.0,0.0,193,193
s2,252.4777777777778,164.8755576371854,372,1,186.60555555555555,0.488731035121935,187,186
s3,104.92777777777778,68.12692652163277,154,1,64.7,0.45825756949558394,65,64
s4,338.2888888888889,221.00400923685848,494,1,219.3,0.458257569495584,220,219
s5,176.42777777777778,114.92422772106825,257,1,170.0,0.0,170,170
s6,106.41111111111111,69.03532017814335,154,1,154.0,0.0,154,154
s7,135.12222222222223,87.87349844176606,197,1,151.0,0.0,151,151
s8,77.68888888888888,50.24167027576578,114,1,64.3,0.4582575694955841,65,64
s9,133.72222222222223,86.95771996624794,195,1,162.0,0.0,162,162
