NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.66111111111111,41.01316372538739,99,0,2905.483333333333,7.5398754778989705,2916,2896
s0,158.39444444444445,109.47554253613109,260,1,151.8388888888889,0.36763340570146,152,151
s1,190.71666666666667,133.77270419965686,316,1,172.0,0.0,172,172
s2,221.49444444444444,154.47266918355285,364,1,172.0,0.0,172,172
s3,95.28333333333333,65.54415602392702,156,1,64.23333333333333,0.4229525846816507,65,64
s4,303.80555555555554,212.80006519480577,500,1,192.23333333333332,0.4229525846816507,193,192
s5,149.77777777777777,103.1802390402109,245,1,157.23333333333332,0.4229525846816507,158,157
s6,84.15,58.55732945868803,138,1,143.0,0.0,143,143
s7,131.1888888888889,91.5105208820208,217,1,145.23333333333332,0.4229525846816507,146,145
s8,78.74444444444444,54.13246327525576,129,1,64.0,0.0,64,64
s9,125.31111111111112,87.1852618080786,206,1,153.0,0.0,153,153
