NUSER,LOAD,SR,REQ/s_login,RES_TIME_login,CPU_login,MEM_login,REQ/s_get_catalogue1,RES_TIME_get_catalogue1,CPU_get_catalogue1,MEM_get_catalogue1,REQ/s_get_catalogue2,RES_TIME_get_catalogue2,CPU_get_catalogue2,MEM_get_catalogue2,REQ/s_get_catalogue3,RES_TIME_get_catalogue3,CPU_get_catalogue3,MEM_get_catalogue3,REQ/s_get_item,RES_TIME_get_item,CPU_get_item,MEM_get_item,REQ/s_get_related,RES_TIME_get_related,CPU_get_related,MEM_get_related,REQ/s_get_tags,RES_TIME_get_tags,CPU_get_tags,MEM_get_tags,REQ/s_get_cart,RES_TIME_get_cart,CPU_get_cart,MEM_get_cart,REQ/s_add_item_to_cart,RES_TIME_add_item_to_cart,CPU_add_item_to_cart,MEM_add_item_to_cart,REQ/s_get_orders,RES_TIME_get_orders,CPU_get_orders,MEM_get_orders,REQ/s_get_customer,RES_TIME_get_customer,CPU_get_customer,MEM_get_customer,REQ/s_get_card,RES_TIME_get_card,CPU_get_card,MEM_get_card,REQ/s_get_address,RES_TIME_get_address,CPU_get_address,MEM_get_address,CPU_carts-db,MEM_carts-db,CPU_catalogue-db,MEM_catalogue-db,CPU_front-end,MEM_front-end,CPU_orders-db,MEM_orders-db,CPU_payment,MEM_payment,CPU_queue-master,MEM_queue-master,CPU_rabbitmq,MEM_rabbitmq,CPU_session-db,MEM_session-db,CPU_shipping,MEM_shipping,CPU_user-db,MEM_user-db
4,normal,1,0.7432749001012524,48.753770594016814,2.3444444444444446,8.0,5.543824818800318,3.124694930427781,4.627777777777778,7.0,2.028637509298907,46.41160557088064,4.627777777777778,7.0,2.028637509298907,3.5772269148156357,4.627777777777778,7.0,2.771912409400159,46.0300955444895,4.627777777777778,7.0,2.028637509298907,44.77921024802078,4.627777777777778,7.0,2.028637509298907,44.87467928935156,4.627777777777778,7.0,10.344374737499384,45.74225664410713,7.288888888888889,391.0,0.0,0.0,7.288888888888889,391.0,0.7432749001012524,47.17984839871655,2.661111111111111,381.0,4.800549918699066,45.03147859243287,2.3444444444444446,8.0,0.0,0.0,2.3444444444444446,8.0,0.0,0.0,2.3444444444444446,8.0,5.983333333333333,51.0,4.644444444444445,414.0,33.044444444444444,92.77777777777777,4.0,33.0,1.0,4.0,2.0,322.0,19.0,119.0,3.966666666666667,3.0,2.0,359.0,7.0,33.0
4,normal,1,0.7434813516853738,48.83918416475408,2.7222222222222223,8.0,5.5453646682097055,3.1054971733987435,4.877777777777778,7.0,2.029200982419479,46.53298867459585,4.877777777777778,7.0,2.029200982419479,3.3758635097199323,4.877777777777778,7.0,2.7726823341048528,45.952253486311456,4.877777777777778,7.0,2.029200982419479,45.00414738545423,4.877777777777778,7.0,2.029200982419479,44.9977134267502,4.877777777777778,7.0,10.347247984734038,45.65940230192621,7.6,391.0,0.0,0.0,7.6,391.0,0.7434813516853738,46.98913685001058,2.7,381.0,4.801883316524331,45.18458369015963,2.7222222222222223,8.0,0.0,0.0,2.7222222222222223,8.0,0.0,0.0,2.7222222222222223,8.0,6.1,51.0,4.8,414.0,33.522222222222226,93.68888888888888,4.0,33.0,1.0,4.0,2.0,322.0,19.322222222222223,119.0,3.7444444444444445,3.0,2.0,359.0,7.0,33.0
4,normal,1,0.743011840213134,49.301533518653166,2.8777777777777778,8.0,5.541862748055856,3.0945142629969915,5.0777777777777775,7.0,2.0279195338147944,46.51748974409568,5.0777777777777775,7.0,2.0279195338147944,3.500331412850412,5.0777777777777775,7.0,2.770931374027928,46.12272289910658,5.0777777777777775,7.0,2.0279195338147944,44.86149928118673,5.0777777777777775,7.0,2.0279195338147944,44.7432410967576,5.0777777777777775,7.0,10.34071365589858,45.57684559696212,7.955555555555556,391.0,0.0,0.0,7.955555555555556,391.0,0.743011840213134,47.18655818770027,2.7333333333333334,381.0,4.798850907842723,45.01865834683276,2.8777777777777778,8.0,0.0,0.0,2.8777777777777778,8.0,0.0,0.0,2.8777777777777778,8.0,5.877777777777778,51.0,4.933333333333334,414.0,35.41111111111111,98.34444444444445,4.0,33.0,1.0,4.0,2.0,322.0,18.677777777777777,118.0,3.611111111111111,3.0,2.0,359.0,7.0,33.0
4,normal,5,0.7479219929864434,48.59703410438127,2.4,17.0,5.5815074103465925,3.32019360196864,4.5,15.0,2.0428317121868527,46.75114995636071,4.5,15.0,2.0428317121868527,3.540330098200331,4.5,15.0,2.790753705173296,46.08976773997711,4.5,15.0,2.026087189955813,45.31606875737881,4.5,15.0,2.0428317121868527,45.28771613391267,4.5,15.0,10.3983483054757,46.01533155076146,7.277777777777778,420.0,0.0,0.0,7.277777777777778,420.0,0.7479219929864434,46.699708918143855,2.7,407.0,4.822422402539456,45.35467949886475,2.4,17.0,0.0,0.0,2.4,17.0,0.0,0.0,2.4,17.0,5.777777777777778,94.0,4.8,450.0,29.81111111111111,127.54444444444445,4.0,33.0,1.0,11.7,2.0,325.0,19.0,156.0,3.1,13.0,2.0,347.0,7.0,63.0
4,normal,5,0.7479746881361686,48.86063305278172,2.466666666666667,17.0,5.581900657732602,3.3100357058501686,4.35,15.0,2.0429756407301323,46.68958931689388,4.35,15.0,2.031811839414667,3.5383282692447,4.35,15.0,2.774204626893103,45.99417054714924,4.35,15.0,2.0262299387569342,45.60102966411063,4.35,15.0,2.031811839414667,45.24558865931205,4.35,15.0,10.38233522338264,46.04388318066901,7.644444444444445,419.90555555555557,0.0,0.0,7.644444444444445,419.90555555555557,0.7479746881361686,47.03079886552478,2.7333333333333334,407.0,4.800434565650037,45.471242560504535,2.466666666666667,17.0,0.0,0.0,2.466666666666667,17.0,0.0,0.0,2.466666666666667,17.0,5.883333333333334,94.0,4.616666666666666,450.0,30.41111111111111,121.03333333333333,4.0,33.0,1.0,12.0,2.0,325.0,19.41111111111111,156.0,3.466666666666667,13.0,2.0,347.0,7.0,63.0
4,normal,5,0.7478939827056669,48.89304967930084,2.5444444444444443,17.0,5.5812983784005,3.2790146358820493,4.538888888888889,15.0,2.042755206494583,46.27869770224184,4.538888888888889,15.0,2.042755206494583,3.532320409959921,4.538888888888889,15.0,2.7739052940650484,46.3240957223878,4.538888888888889,15.0,2.0260113113593814,45.40591672181614,4.538888888888889,15.0,2.042755206494583,45.26405315295538,4.538888888888889,15.0,10.39795887896013,46.133706194784615,7.533333333333333,419.0,0.0,0.0,7.533333333333333,419.0,0.7478939827056669,46.88432860435135,2.772222222222222,407.0,4.80549790380283,45.4722972821914,2.5444444444444443,17.0,0.0,0.0,2.5444444444444443,17.0,0.0,0.0,2.5444444444444443,17.0,5.9944444444444445,94.0,4.766666666666667,450.0,31.372222222222224,129.04444444444445,4.0,33.0,1.0,11.872222222222222,2.0,325.0,19.322222222222223,156.0,3.8666666666666667,13.0,2.0,347.0,6.772222222222222,63.0
4,normal,10,0.7480757226172405,49.02529836382105,2.311111111111111,9.0,5.582654646397317,3.2812857642420568,4.761111111111111,8.0,2.043251600581418,46.56114120575818,4.761111111111111,8.0,2.043251600581418,3.4753340158084804,4.761111111111111,8.0,2.7913273231986584,46.22897486842703,4.761111111111111,8.0,2.026503636642226,45.24522459329447,4.761111111111111,8.0,2.043251600581418,45.34875949217475,4.761111111111111,8.0,10.417233570177396,45.96391663716164,7.738888888888889,388.0,0.0,0.0,7.738888888888889,388.0,0.7480757226172405,46.80375240737948,2.4944444444444445,369.0,4.834578923780077,45.2234442453341,2.311111111111111,9.0,0.0,0.0,2.311111111111111,9.0,0.0,0.0,2.311111111111111,9.0,5.805555555555555,52.0,4.622222222222222,444.0,32.916666666666664,96.66666666666667,4.0,33.0,1.0,4.0,2.0,309.0,19.322222222222223,115.0,3.6222222222222222,3.0,2.0,366.0,7.0,34.0
4,normal,10,0.7478977406430811,48.920994113658125,2.3833333333333333,9.0,5.5813264227095605,3.332350364944432,4.622222222222222,8.0,2.042765470711699,46.61868359000407,4.622222222222222,8.0,2.037184144288989,3.5229459149788505,4.622222222222222,8.0,2.7739192320866515,46.17654014801816,4.622222222222222,8.0,2.0260214914435704,45.53191647826394,4.622222222222222,8.0,2.037184144288989,45.22040913229145,4.622222222222222,8.0,10.386848472662493,46.05019880849808,7.533333333333333,388.0,0.0,0.0,7.533333333333333,388.0,0.7478977406430811,47.02684531073475,2.533333333333333,369.0,4.799940723530222,45.48448086993736,2.3833333333333333,9.0,0.0,0.0,2.3833333333333333,9.0,0.0,0.0,2.3833333333333333,9.0,5.916666666666667,52.0,4.766666666666667,444.0,31.333333333333332,97.68333333333334,4.0,33.0,1.0,4.0,2.0,309.0,19.205555555555556,115.0,3.2333333333333334,3.0,2.0,366.0,7.0,34.0
4,normal,10,0.7479054775748794,49.004746132717926,2.4555555555555557,8.755555555555556,5.581384161006562,3.4444725738139823,4.8,8.0,2.037205218767395,46.419351785092886,4.8,8.0,2.0260424504453822,3.5605823604156552,4.8,8.0,2.773947928020261,46.187207474976674,4.8,8.0,2.0260424504453822,45.79633147088226,4.8,8.0,2.037205218767395,45.527823835656,4.8,8.0,10.381374539472205,45.97191399549164,7.5,388.0,0.0,0.0,7.5,388.0,0.7479054775748794,46.76406821687775,2.566666666666667,369.0,4.799990378465643,45.5686768830272,2.4555555555555557,8.755555555555556,0.0,0.0,2.4555555555555557,8.755555555555556,0.0,0.0,2.4555555555555557,8.755555555555556,6.022222222222222,52.0,4.911111111111111,444.0,30.2,91.02222222222223,4.0,33.0,1.0,4.0,2.0,309.0,19.433333333333334,115.0,3.022222222222222,3.0,2.0,366.0,7.0,34.0
4,stress_cart,1,2.6591287768447067,48.954063694875096,4.377777777777778,8.0,6.169178762279719,3.175521065528968,4.377777777777778,7.0,0.425460604295153,46.50799213069197,4.377777777777778,7.0,0.425460604295153,3.4339180925407597,4.377777777777778,7.0,4.360971194025319,45.30729008702542,4.377777777777778,7.0,0.8509212085903061,45.58991706577026,4.377777777777778,7.0,0.425460604295153,44.93811952737528,4.377777777777778,7.0,10.530149956305038,46.259561533885446,9.977777777777778,381.0,0.425460604295153,7.191404182920355,9.977777777777778,381.0,3.0845893811398595,47.05619051699237,4.766666666666667,377.0,4.360971194025319,45.69900107231656,4.377777777777778,8.0,0.425460604295153,45.97481936645253,4.377777777777778,8.0,0.425460604295153,45.13996899990352,4.377777777777778,8.0,7.377777777777778,54.0,4.444444444444445,444.0,38.733333333333334,90.56666666666666,4.0,33.0,1.0,4.0,2.0,301.0,19.288888888888888,116.0,3.8333333333333335,3.0,2.0,367.0,7.611111111111111,35.0
