NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.638888888888886,20.24317824433947,52,0,889.9888888888889,4.257005845125433,896,884
s0,323.4166666666667,195.6430103530407,500,1,145.25555555555556,0.7966751897885933,146,144
s1,172.95,105.5246824733963,270,1,159.0,0.0,159,159
s2,205.85555555555555,124.84875838043325,323,1,163.0,0.0,163,163
s3,60.6,35.6796860972739,93,1,63.77777777777778,0.4157397096415491,64,63
s4,194.7888888888889,117.49222143940182,302,1,167.17222222222222,0.37757347416769327,168,167
s5,73.58333333333333,43.36945609783713,112,1,150.0,0.0,150,150
s6,32.21666666666667,19.114646798259763,50,1,141.0,0.0,141,141
s7,45.45,27.401191174432146,72,1,142.0,0.0,142,142
s8,35.2,20.46878382100683,54,1,63.0,0.0,63,63
s9,39.55,23.380018771972317,61,1,146.0,0.0,146,146
