Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,home,3098,0,490.0,480.9920217551784,10.203715006355196,1304.617909976514,10550.585539057456,17.266018224345714,0.0,490.0,500.0,510.0,510.0,600.0,610.0,700.0,1000.0,1300.0,1300.0,1300.0
GET,viewCart,1146,0,300.0,295.2444923997541,10.326025978429245,987.2273400251288,17008.029668411866,6.386977690477789,0.0,300.0,300.0,310.0,310.0,390.0,400.0,490.0,790.0,920.0,990.0,990.0
POST,addToCart,2530,0,400.0,390.59988638470566,92.02633201493882,1289.3269780033734,17000.524110671937,14.100395773916931,0.0,400.0,400.0,410.0,430.0,500.0,500.0,600.0,910.0,1200.0,1300.0,1300.0
POST,checkout,580,1,280.0,266.7454674573021,95.89342499384657,1092.3548110004049,6803.077586206897,3.232501797973052,0.0055732789620225,280.0,290.0,300.0,300.0,320.0,400.0,800.0,990.0,1100.0,1100.0,1100.0
POST,cartEmpty,786,0,510.0,554.1237991627347,95.85077202063984,1311.7822709900793,10511.603053435114,4.380597264149688,0.0,510.0,590.0,600.0,600.0,690.0,700.0,910.0,1200.0,1300.0,1300.0,1300.0
GET,logout,658,0,510.0,555.7171020866124,104.17175901238808,1321.5766780194826,10497.0,3.667217557010807,0.0,510.0,600.0,600.0,600.0,700.0,710.0,800.0,1100.0,1300.0,1300.0,1300.0
GET,viewProduct,4854,4854,210.0,245.36574248859318,7.788772985804826,91.37643399299122,7996.911478235129,27.05269608165723,0.0,210.0,290.0,296.6666666666667,300.0,301.1111111111111,322.22222222222223,522.2222222222222,747.7777777777778,993.3333333333334,993.3333333333334,993.3333333333334
POST,setCurrency,684,0,510.0,544.4583339444841,24.990264006191865,1405.1244599977508,10511.28216374269,3.812122810023392,0.0,510.0,590.0,600.0,600.0,690.0,700.0,810.0,1100.0,1400.0,1400.0,1400.0
,Aggregated,14336,1,380.0,372.25012864888686,7.788772985804826,1405.1244599977508,11182.28759765625,79.89852719955461,0.0055732789620225,380.0,410.0,490.0,500.0,590.0,600.0,710.0,910.0,1300.0,1300.0,1400.0
