NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.58888888888889,20.251690982590095,52,0,4060.9777777777776,4.157931584541573,4066,4055
s0,325.2388888888889,205.7798544261666,500,1,155.17777777777778,0.6338204754200739,156,154
s1,176.13333333333333,112.60143081782854,273,1,176.0,0.0,176,176
s2,209.4777777777778,133.37093034739016,325,1,175.57222222222222,0.49475645586215844,176,175
s3,61.67777777777778,38.05517274746636,95,1,64.0,0.0,64,64
s4,196.12222222222223,125.27293117010801,305,1,200.0,0.0,200,200
s5,73.86111111111111,45.711749509397215,114,1,160.0,0.0,160,160
s6,31.533333333333335,19.472601834942914,49,1,150.0,0.0,150,150
s7,46.18333333333333,28.126791300980084,70,1,149.0,0.0,149,149
s8,34.68888888888889,21.06373631752736,53,1,64.0,0.0,64,64
s9,39.56666666666667,24.66533780204295,61,1,156.0,0.0,156,156
