NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.36666666666667,21.317415936792674,52,0,5688.516666666666,2.4460285271344557,5691,5685
s0,345.8722222222222,207.65489614998663,500,1,164.35,0.865865013857369,165,163
s1,187.79444444444445,112.84264842013032,274,1,193.0,0.0,193,193
s2,222.80555555555554,134.0144725692889,326,1,187.0,0.0,187,187
s3,64.08888888888889,38.110553931787116,93,1,64.43333333333334,0.49553562491061687,65,64
s4,207.7722222222222,125.3220664508297,305,1,220.0,0.0,220,220
s5,76.77777777777777,45.68680280581346,111,1,170.0,0.0,170,170
s6,33.41111111111111,19.58678377798234,49,1,154.0,0.0,154,154
s7,48.87777777777778,28.887455092624464,72,1,151.0,0.0,151,151
s8,35.62777777777778,20.884345693885848,52,1,64.0,0.0,64,64
s9,41.361111111111114,24.466703880282534,61,1,162.0,0.0,162,162
