NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,36.016666666666666,19.46577480833704,53,0,5692.455555555555,1.5214109760431893,5694,5689
s0,343.8388888888889,189.44577541076936,500,1,159.87222222222223,0.3338422041683025,160,159
s1,186.6611111111111,102.31971483155078,272,1,186.87222222222223,0.3338422041683025,187,186
s2,219.90555555555557,123.92684657679762,326,1,181.87222222222223,0.3338422041683025,182,181
s3,64.11111111111111,35.44587248951858,94,1,64.0,0.0,64,64
s4,210.88333333333333,114.97667758675622,307,1,214.87222222222223,0.3338422041683025,215,214
s5,79.04444444444445,42.4506016476435,117,1,165.0,0.0,165,165
s6,33.52777777777778,18.544070797114504,50,1,153.0,0.0,153,153
s7,48.583333333333336,26.055256454099407,70,1,150.0,0.0,150,150
s8,36.48888888888889,19.502845629659305,53,1,64.0,0.0,64,64
s9,41.355555555555554,22.051863670856136,60,1,157.0,0.0,157,157
