NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.48888888888889,19.54751728733768,52,0,1686.1777777777777,4.556016236869365,1693,1680
s0,325.45,195.22557536802853,500,1,147.82777777777778,0.3775734741676934,148,147
s1,176.42777777777778,107.45459147190995,279,1,165.82777777777778,0.3775734741676934,166,165
s2,207.87222222222223,126.90000571559199,324,1,167.0,0.0,167,167
s3,61.08888888888889,36.039529052430574,95,1,64.0,0.0,64,64
s4,199.45555555555555,122.23489782755816,319,1,179.0,0.0,179,179
s5,74.93333333333334,44.807067894845936,118,1,153.0,0.0,153,153
s6,32.0,18.69343319041327,51,1,141.0,0.0,141,141
s7,44.76111111111111,26.420186703202887,69,1,143.0,0.0,143,143
s8,35.52777777777778,20.485070595044352,56,1,63.827777777777776,0.3775734741676932,64,63
s9,39.233333333333334,22.840534144367115,60,1,149.21666666666667,0.41197356981027583,150,149
