NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.05,19.75412052655794,51,0,5703.388888888889,1.9043485001114013,5706,5700
s0,345.31111111111113,197.35867767676442,500,1,164.83333333333334,0.5527707983925667,165,163
s1,189.75555555555556,109.29590935835219,276,1,193.30555555555554,0.4606423319938055,194,193
s2,222.63333333333333,126.81582884026916,326,1,188.0,0.0,188,188
s3,64.62777777777778,36.220011435600924,94,1,64.91666666666667,0.27638539919628335,65,64
s4,210.67222222222222,122.10495624464298,307,1,220.0,0.0,220,220
s5,78.46666666666667,44.66982575893187,114,1,170.0,0.0,170,170
s6,33.888888888888886,18.852906904916072,52,1,154.0,0.0,154,154
s7,47.43888888888889,26.877120358502545,69,1,152.0,0.0,152,152
s8,36.65555555555556,20.812208549103048,53,1,64.0,0.0,64,64
s9,40.355555555555554,22.522981404734693,58,1,162.0,0.0,162,162
