NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,36.15,20.084674920612148,52,0,5442.916666666667,2.2032173444003815,5445,5439
s0,344.52222222222224,192.65993228010032,500,1,158.61111111111111,0.48749802152178445,159,158
s1,183.87222222222223,102.84168148478166,268,1,185.0,0.0,185,185
s2,221.16666666666666,123.62274601922307,324,1,180.0,0.0,180,180
s3,64.81666666666666,35.7690858144292,94,1,64.0,0.0,64,64
s4,206.8388888888889,115.47713404676409,302,1,213.0,0.0,213,213
s5,77.56111111111112,42.62122109529854,112,1,165.0,0.0,165,165
s6,34.15,18.40485292283291,49,1,153.0,0.0,153,153
s7,47.71666666666667,26.399763256514255,70,1,150.0,0.0,150,150
s8,36.233333333333334,19.833221288198914,53,1,64.0,0.0,64,64
s9,40.93333333333333,22.3933521881433,59,1,157.0,0.0,157,157
