NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.68888888888889,20.555423422998746,52,0,5598.4111111111115,1.1869142479972028,5600,5596
s0,343.97222222222223,197.28455001048485,501,1,159.2111111111111,0.5961812633465028,160,158
s1,187.01111111111112,107.67352861976848,273,1,186.0,0.0,186,186
s2,220.26666666666668,128.5528252855179,326,1,181.0,0.0,181,181
s3,64.81666666666666,37.33340401779023,95,1,64.0,0.0,64,64
s4,210.89444444444445,121.08066628043296,308,1,214.0,0.0,214,214
s5,78.72222222222223,44.48870712583582,115,1,165.0,0.0,165,165
s6,33.666666666666664,19.26885800686924,49,1,153.0,0.0,153,153
s7,46.97222222222222,25.410503199258095,68,1,150.0,0.0,150,150
s8,36.68888888888889,20.555423422998746,53,1,64.0,0.0,64,64
s9,41.21666666666667,22.502660336551816,60,1,157.0,0.0,157,157
