NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.93888888888889,19.61126770475724,53,0,5597.688888888889,2.4524112598938865,5601,5594
s0,342.84444444444443,186.8168390644288,500,1,158.82222222222222,0.38232556742411666,159,158
s1,187.95555555555555,101.97275356258557,276,1,186.0,0.0,186,186
s2,219.1,119.36541002782636,322,1,181.0,0.0,181,181
s3,63.2,34.013134717831186,93,1,64.0,0.0,64,64
s4,210.83333333333334,114.60305890817713,308,1,214.0,0.0,214,214
s5,78.63333333333334,42.97310528432612,116,1,165.0,0.0,165,165
s6,34.47222222222222,18.64356622881993,51,1,153.0,0.0,153,153
s7,48.49444444444445,26.83353979676724,74,1,150.0,0.0,150,150
s8,36.82222222222222,19.159609006552056,53,1,64.0,0.0,64,64
s9,40.955555555555556,22.26452639968947,60,1,157.0,0.0,157,157
