NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_cartEmpty,RES_TIME_viewProduct,RES_TIME_checkout,RES_TIME_addToCart,RES_TIME_viewCart,RES_TIME_setCurrency,RES_TIME_logout,RES_TIME_home,CPU_cartEmpty,CPU_viewProduct,CPU_checkout,CPU_addToCart,CPU_viewCart,CPU_setCurrency,CPU_logout,CPU_home,MEM_cartEmpty,MEM_viewProduct,MEM_checkout,MEM_addToCart,MEM_viewCart,MEM_setCurrency,MEM_logout,MEM_home
1,0,1,0,5,10.071309516912972,11.53855739457223,22.71423009444233,16.816435384256565,11.862404857955571,8.577932031491981,12.130537362632664,17.755745572451275,27.25,16.183333333333334,1.7333333333333334,27.25,27.25,31.883333333333333,47.28333333333333,47.28333333333333,38.0,9.266666666666667,10.583333333333334,38.0,38.0,29.83333333333333,17.0,17.0
1,0,1,0,10,9.944566146978127,11.083539172341975,18.48218052001307,19.832214259443525,12.698359794911973,9.28896286696247,9.58956144834909,16.97086210908875,29.81111111111111,16.011111111111113,1.711111111111111,29.81111111111111,29.81111111111111,31.655555555555555,47.37777777777778,47.37777777777778,38.0,9.28888888888889,10.316666666666666,38.0,38.0,29.738888888888887,16.711111111111112,16.711111111111112
1,0,1,0,10,10.110455770420144,11.78679251437397,21.30598642224868,18.794125217531462,9.82435189860098,8.036312148135494,10.04797621295782,16.2603309105525,20.844444444444445,15.922222222222222,1.8222222222222224,20.844444444444445,20.844444444444445,32.172222222222224,47.41111111111111,47.41111111111111,43.0,9.0,10.316666666666666,43.0,43.0,30.50555555555556,17.0,17.0
1,0,1,0,10,9.635572522200748,11.536798614517332,21.73958067967874,18.094514830976927,13.812727976329596,8.062302257826559,9.480312928988454,16.824329566454722,19.15,16.08888888888889,1.772222222222222,19.15,19.15,31.633333333333333,47.49444444444445,47.49444444444445,43.0,9.0,10.316666666666666,43.0,43.0,29.86111111111111,17.0,17.0
1,0,1,0,10,9.83379635440578,11.130338758365417,19.55361177894565,18.927186411071208,10.857061983689327,8.762204953541186,12.777511692719578,17.22162032195464,22.68888888888889,16.288888888888888,1.761111111111111,22.68888888888889,22.68888888888889,31.57777777777778,47.05555555555556,47.05555555555556,38.0,9.238888888888887,10.683333333333334,38.0,38.0,29.88888888888889,17.0,17.0
1,0,1,0,10,11.223330721778556,11.331026093274865,20.63931054394421,18.697988661326924,12.611239756559256,8.194087544138961,14.427032504220657,16.609685803524975,21.25555555555556,15.994444444444444,1.8111111111111111,21.25555555555556,21.25555555555556,31.48333333333333,46.97222222222222,46.97222222222222,38.0,9.0,10.188888888888888,38.0,38.0,29.127777777777776,17.0,17.0
1,0,0,1,1,26.151549449251974,10.93709760456718,21.572554130381068,17.74551204710775,7.418326528967674,8.05102656518036,13.337821384044693,17.03093632066328,20.02777777777778,14.405555555555557,2.411111111111111,20.02777777777778,20.02777777777778,23.72222222222222,36.73888888888889,36.73888888888889,33.0,8.294444444444444,8.0,33.0,33.0,29.022222222222226,15.0,15.0
1,0,0,1,1,25.30593655904775,10.635601083393013,23.49073521053061,17.693922562761724,7.0367705261889855,8.385243914402224,14.140901712749653,17.330938985348137,20.98333333333333,14.172222222222222,2.2888888888888888,20.98333333333333,20.98333333333333,25.41111111111111,36.34444444444444,36.34444444444444,33.0,8.03888888888889,8.316666666666666,33.0,33.0,29.316666666666663,14.683333333333334,14.683333333333334
1,0,0,1,1,27.846176992803205,10.663268092809307,20.832208304309987,18.14604566528072,6.87288946125815,8.431148758762097,12.091644470827935,17.586692602059845,20.14444444444445,13.877777777777778,2.188888888888889,20.14444444444445,20.14444444444445,25.288888888888888,36.93888888888889,36.93888888888889,33.0,8.316666666666666,8.088888888888889,33.0,33.0,29.961111111111112,15.0,15.0
1,0,0,1,1,31.674577007287144,10.350615734983595,22.49509670288545,18.34847240398018,6.539502076039766,8.007431630446355,10.41711258697604,16.647241925724025,18.52777777777778,14.21111111111111,2.1944444444444446,18.52777777777778,18.52777777777778,23.522222222222226,36.61111111111112,36.61111111111112,33.0,8.244444444444444,8.561111111111112,33.0,33.0,29.072222222222223,14.683333333333334,14.683333333333334
1,0,0,1,1,24.19255927538145,11.3443202360001,24.988199434798275,16.834373161238045,7.365418880447354,8.064311644961824,12.901801804317708,16.81342470469875,17.916666666666668,14.088888888888889,2.2944444444444443,17.916666666666668,17.916666666666668,23.466666666666665,36.55555555555556,36.55555555555556,33.0,8.194444444444445,8.827777777777778,33.0,33.0,28.66111111111111,14.805555555555555,14.805555555555555
1,0,0,1,5,22.931827594141435,11.815064402532922,22.01212261623342,17.452810342402316,7.335220460067765,8.10551009430049,14.362513485284053,16.309284355159342,19.466666666666665,13.983333333333333,2.25,19.466666666666665,19.466666666666665,24.466666666666665,37.13333333333333,37.13333333333333,38.0,9.15,10.0,38.0,38.0,30.316666666666663,17.0,17.0
1,0,0,1,5,24.27670134057814,11.712393610764355,23.87158260143244,17.232861981885048,6.874970510868506,8.012508572462956,13.998165420290483,16.152856315223016,21.92222222222222,13.772222222222222,2.2444444444444445,21.92222222222222,21.92222222222222,23.433333333333334,37.144444444444446,37.144444444444446,37.30555555555556,8.366666666666667,8.377777777777778,37.30555555555556,37.30555555555556,28.61111111111111,15.0,15.0
1,0,0,1,5,27.9129345579702,11.418553901659513,22.33897074637443,17.544837855070185,7.945217090580633,8.026406420297633,11.791101210143967,15.88256729166544,18.994444444444444,13.772222222222222,2.1444444444444444,18.994444444444444,18.994444444444444,23.366666666666667,37.02777777777778,37.02777777777778,37.0,8.255555555555556,8.0,37.0,37.0,29.82777777777778,15.0,15.0
1,0,0,1,5,20.823274877118926,12.50646544197124,22.29377280399195,18.637718565290584,6.94404072448273,8.101091818600148,13.488213898528846,14.985330598036576,19.866666666666667,14.3,2.35,19.866666666666667,19.866666666666667,23.633333333333333,36.73333333333333,36.73333333333333,38.0,9.0,10.166666666666666,38.0,38.0,29.48333333333333,17.0,17.0
1,0,0,1,5,27.58808969578029,11.595295041500492,20.21234826057428,18.62398056318457,7.246828445889717,8.052582029410152,12.058315463629857,15.39741735857957,16.183333333333334,14.233333333333333,2.1333333333333333,16.183333333333334,16.183333333333334,24.066666666666663,37.05,37.05,38.0,9.0,10.116666666666667,38.0,38.0,30.383333333333333,17.0,17.0
1,0,0,1,10,28.229042130671747,11.513791043481522,19.37562731114483,18.058682744568628,7.191203325867495,8.514679428143596,14.231711550657064,15.779564255670108,19.866666666666667,13.877777777777778,2.4055555555555554,19.866666666666667,19.866666666666667,23.4,37.138888888888886,37.138888888888886,38.0,9.455555555555556,10.455555555555556,38.0,38.0,30.316666666666663,17.0,17.0
1,0,0,1,10,26.69152689829217,11.829190969233489,20.867748405483628,17.58898901456026,7.605715177740659,8.201457847620906,13.147224021889524,15.509671070741089,21.32777777777778,13.772222222222222,2.2111111111111112,21.32777777777778,21.32777777777778,24.094444444444445,36.894444444444446,36.894444444444446,43.0,8.683333333333334,10.077777777777778,43.0,43.0,29.844444444444445,17.0,17.0
1,0,0,1,10,28.62674442761657,12.099866491624812,22.86179028258472,17.706244010828346,6.568190228500643,8.135920572596556,13.008321456373263,14.64372452533164,15.96111111111111,14.088888888888889,2.111111111111111,15.96111111111111,15.96111111111111,24.08333333333333,37.41111111111111,37.41111111111111,43.0,9.0,10.127777777777778,43.0,43.0,29.55555555555556,17.0,17.0
1,0,0,1,10,24.61678270987434,11.539266490673104,24.660970579766992,17.451475056130196,7.8210087817949345,8.087677500135623,11.78512814426474,15.979007121105507,23.27777777777778,14.194444444444445,2.188888888888889,23.27777777777778,23.27777777777778,24.06111111111111,37.25555555555555,37.25555555555555,38.0,9.0,10.594444444444443,38.0,38.0,29.872222222222224,17.0,17.0
1,0,0,1,10,25.54627922528079,11.505323912017168,20.57286415220005,18.04363660166796,7.745988496764397,8.023877209938211,11.93426909425846,16.55412236204543,19.694444444444443,14.172222222222222,2.2777777777777777,19.694444444444443,19.694444444444443,23.488888888888887,36.66111111111111,36.66111111111111,38.0,9.0,10.672222222222222,38.0,38.0,29.95,17.0,17.0
4,1,0,0,1,35.84093896597242,21.007103776187527,35.537637183663215,31.45995482085206,25.22977300203616,28.546667769382,37.54958017346938,27.989563763792283,32.95,33.2,1.538888888888889,32.95,32.95,73.00555555555556,104.12777777777778,104.12777777777778,33.0,8.777777777777779,8.46111111111111,33.0,33.0,29.80555555555556,14.855555555555556,14.855555555555556
4,1,0,0,1,46.190200982535806,22.857317561075607,43.36108577479806,31.53473421150045,25.996741014482648,29.772934241799568,34.04720309149814,26.880116380615,35.59444444444444,33.0,1.7444444444444445,35.59444444444444,35.59444444444444,77.47222222222223,103.08333333333331,103.08333333333331,33.0,8.316666666666666,8.372222222222222,33.0,33.0,28.433333333333334,15.0,15.0
4,1,0,0,1,41.764151819825855,22.733312399607023,37.140179946843375,30.550653430392305,25.88939727159284,28.073833390995443,35.29435101120898,26.978137005433283,39.52222222222223,33.06666666666667,1.6944444444444444,39.52222222222223,39.52222222222223,77.69444444444444,103.82777777777778,103.82777777777778,33.0,8.305555555555555,8.366666666666667,33.0,33.0,28.694444444444443,15.0,15.0
4,1,0,0,1,43.57908223759528,22.33887933414924,33.00346036170827,33.2138733782013,23.559848325105666,27.293442504096788,37.87396943415367,28.1608022169611,47.12777777777778,33.06666666666667,1.5888888888888888,47.12777777777778,47.12777777777778,72.63333333333334,102.93333333333334,102.93333333333334,33.0,8.588888888888889,8.094444444444445,33.0,33.0,29.594444444444445,15.0,15.0
4,1,0,0,1,48.71474307168109,21.55602632955852,32.88398418282023,32.58685102207556,24.214714511211955,27.48979993062416,35.097350083828566,27.51001873359363,39.766666666666666,32.827777777777776,1.6444444444444444,39.766666666666666,39.766666666666666,72.03888888888889,102.89444444444445,102.89444444444445,33.0,8.988888888888889,8.988888888888889,33.0,33.0,29.0,15.0,15.0
4,1,0,0,5,38.77149428290343,23.57310360772084,32.4485209390387,32.28214928790528,28.67121319022221,31.77077349683412,42.053309083401125,30.64380733740656,36.7,33.13333333333333,1.6166666666666667,36.7,36.7,72.66666666666667,103.56666666666666,103.56666666666666,38.0,9.383333333333333,10.616666666666667,38.0,38.0,30.866666666666667,17.0,17.0
4,1,0,0,5,43.20197444911396,20.98418508048816,39.22132493682128,30.38645041780732,25.47023073789536,27.27630483702106,34.40463832660795,27.95794355688968,49.06111111111111,33.48888888888889,1.7222222222222223,49.06111111111111,49.06111111111111,74.64444444444445,106.1,106.1,38.0,8.316666666666666,8.594444444444445,38.0,38.0,29.038888888888888,15.0,15.0
4,1,0,0,5,36.840614982453474,23.80017665569972,35.76549083153575,31.840534365433623,26.106258865142404,31.093798602466126,36.7413604833992,30.66455498347481,48.04444444444445,32.59444444444444,1.6722222222222225,48.04444444444445,48.04444444444445,72.21666666666667,103.13888888888889,103.13888888888889,37.98888888888889,8.316666666666666,9.0,37.98888888888889,37.98888888888889,28.988888888888887,14.683333333333334,14.683333333333334
4,1,0,0,5,43.1004642345393,23.121328751798654,36.11301410425464,32.001501306144284,25.37519189324617,29.17710125531667,36.42580222582683,28.012765281516383,53.138888888888886,33.227777777777774,1.6722222222222225,53.138888888888886,53.138888888888886,73.16666666666667,104.72222222222224,104.72222222222224,38.0,9.011111111111113,10.05,38.0,38.0,29.988888888888887,17.0,17.0
4,1,0,0,5,34.474129427684915,23.995172230996456,28.96082766002361,34.47717807761578,31.013828774984216,34.80168954128017,39.173797332850285,34.2986398355696,37.11111111111112,32.00555555555555,1.7222222222222223,37.11111111111112,37.11111111111112,70.5,100.28888888888888,100.28888888888888,38.0,9.366666666666667,10.911111111111111,38.0,38.0,29.72222222222222,17.0,17.0
4,1,0,0,10,41.154093763803125,24.051030152881903,33.636892881771416,34.94957012621033,24.44188088771942,29.26237034162735,35.05039665774593,30.379028835285848,47.477777777777774,32.68888888888889,1.6944444444444444,47.477777777777774,47.477777777777774,71.7611111111111,103.07222222222222,103.07222222222222,38.0,9.683333333333334,10.305555555555555,38.0,38.0,30.14444444444445,16.694444444444443,16.694444444444443
4,1,0,0,10,45.551560213300775,23.874668431296712,35.57374184968085,36.377043061111394,23.41928483928274,28.82911391455701,41.62515127983799,30.18023691062992,28.80555555555556,32.333333333333336,1.7055555555555555,28.80555555555556,28.80555555555556,71.42777777777778,101.42222222222222,101.42222222222222,43.0,9.0,10.316666666666666,43.0,43.0,30.70555555555556,17.0,17.0
4,1,0,0,10,45.71435653427649,23.06508567104313,32.806308074996394,34.53129209355271,25.61459004940212,29.7694911157822,35.73254491304156,29.80667733432335,55.47222222222222,32.96666666666667,1.6555555555555554,55.47222222222222,55.47222222222222,74.36111111111111,105.03888888888888,105.03888888888888,43.0,8.683333333333334,10.02777777777778,43.0,43.0,29.127777777777776,17.0,17.0
4,1,0,0,10,39.70898464992271,22.92717035948084,33.771204958314655,33.834924646549695,25.834913779207334,27.516877198124966,38.77167486625882,29.53927324174181,36.583333333333336,33.31111111111111,1.7444444444444445,36.583333333333336,36.583333333333336,72.80555555555556,104.05555555555556,104.05555555555556,38.0,9.311111111111112,10.255555555555556,38.0,38.0,29.916666666666668,17.0,17.0
4,1,0,0,10,39.60013803132409,23.618280114519493,35.82911502101189,33.69759216620794,26.64168830676538,29.644498917881062,35.67447740807841,28.427830458467312,54.0,33.21666666666667,1.8,54.0,54.0,73.45,104.55,104.55,38.0,9.2,10.2,38.0,38.0,29.48333333333333,16.8,16.8
4,0,1,0,1,39.8112538664577,26.964214324297213,35.652990120657805,40.42893400509482,31.601771580520847,46.15247686632498,47.52727977420706,32.51579459869085,57.57222222222222,46.80555555555556,4.538888888888889,57.57222222222222,57.57222222222222,85.13888888888889,130.62777777777777,130.62777777777777,33.31111111111111,8.683333333333334,8.683333333333334,33.31111111111111,33.31111111111111,29.14444444444445,15.627777777777778,15.627777777777778
4,0,1,0,1,43.40354924034015,26.442942291576266,34.31102717130315,38.40329160265854,30.696167097792195,45.57508901354517,42.34988476868151,33.64583685301216,60.20555555555556,46.922222222222224,4.644444444444445,60.20555555555556,60.20555555555556,92.93888888888888,132.96666666666667,132.96666666666667,33.0,8.144444444444444,8.683333333333334,33.0,33.0,29.77777777777778,15.0,15.0
4,0,1,0,1,49.04056260283319,28.787461119020683,35.378021439439024,41.7964659963932,35.38413673522882,43.67998954880996,44.500694959671776,42.02345862822589,58.1,43.2,4.366666666666666,58.1,58.1,85.23333333333333,121.33333333333331,121.33333333333331,33.0,8.516666666666667,8.683333333333334,33.0,33.0,29.33333333333333,15.0,15.0
4,0,1,0,1,43.68535312060354,26.498592286564826,34.80150045676006,41.91387418150018,29.798219102354267,42.483773646903614,46.66208131352382,34.19857836906924,53.06111111111111,46.12222222222222,4.433333333333334,53.06111111111111,53.06111111111111,84.89444444444445,129.38888888888889,129.38888888888889,33.0,8.683333333333334,9.25,33.0,33.0,29.383333333333333,15.688888888888888,15.688888888888888
4,0,1,0,1,46.04685688241129,31.89202179365933,40.70626075779604,44.15906259926263,34.46535116147607,43.22495664099114,49.04085535427969,39.05979171651977,66.18888888888888,44.5,4.394444444444445,66.18888888888888,66.18888888888888,82.30555555555556,124.36666666666666,124.36666666666666,33.0,9.0,9.194444444444445,33.0,33.0,29.683333333333334,15.194444444444445,15.194444444444445
4,0,1,0,5,48.82733453962537,31.74132307103233,42.53825218660781,47.53296252006993,33.92699564374945,61.26488968525058,49.85102147784506,43.0296745501849,40.16666666666666,41.21111111111111,4.227777777777778,40.16666666666666,40.16666666666666,75.13333333333334,114.71666666666668,114.71666666666668,38.0,9.0,10.227777777777778,38.0,38.0,29.45555555555556,17.0,17.0
4,0,1,0,5,48.46014876201716,31.36113502217434,39.4050780229824,46.523302083127504,30.82846737670133,46.30260361429594,55.804423405164215,40.78098745423955,54.833333333333336,42.38333333333333,4.216666666666667,54.833333333333336,54.833333333333336,77.73333333333333,119.55,119.55,38.0,8.166666666666666,9.0,38.0,38.0,29.2,15.8,15.8
4,0,1,0,5,43.6924471411232,27.341330832601752,35.934873541984246,41.38020780559511,31.86648928024792,44.9337502803349,48.60234340759462,35.45291141982866,72.91666666666667,46.28888888888889,4.883333333333334,72.91666666666667,72.91666666666667,85.69444444444444,130.9777777777778,130.9777777777778,38.0,8.222222222222221,9.0,38.0,38.0,29.15,15.46111111111111,15.46111111111111
4,0,1,0,5,50.15545708259373,30.45215250340425,41.96282523158256,46.969596266781565,31.48286858572441,48.34853470347194,47.85081387682531,39.88910455560269,47.56666666666667,43.333333333333336,4.188888888888889,47.56666666666667,47.56666666666667,79.8,121.62222222222222,121.62222222222222,38.0,9.172222222222222,10.172222222222222,38.0,38.0,30.022222222222226,16.82777777777778,16.82777777777778
4,0,1,0,5,49.7757185081325,31.10383550864625,33.580128872100346,45.02380570504943,32.17347177173367,54.14444994053684,48.25108891136812,40.1945065410297,57.766666666666666,45.23333333333333,4.466666666666667,57.766666666666666,57.766666666666666,83.41666666666667,127.01666666666668,127.01666666666668,38.0,9.316666666666666,10.0,38.0,38.0,30.316666666666663,16.883333333333333,16.883333333333333
4,0,1,0,10,46.940024532639086,29.161468037797945,45.891649592816606,42.25864719516751,35.62222922513278,50.07303451849552,52.2913943211266,38.82043704439667,46.083333333333336,43.00555555555555,4.3,46.083333333333336,46.083333333333336,78.94444444444444,120.63888888888889,120.63888888888889,38.0,9.15,10.688888888888888,38.0,38.0,29.605555555555554,17.0,17.0
4,0,1,0,10,52.7909318489268,32.86963360311188,42.023263468938005,49.28834482675646,35.13690533330831,47.46322082596863,54.65854857368884,43.93203379453434,46.388888888888886,40.3,4.122222222222222,46.388888888888886,46.388888888888886,74.48333333333333,113.47222222222224,113.47222222222224,43.0,9.0,10.188888888888888,43.0,43.0,30.494444444444444,17.0,17.0
4,0,1,0,10,46.81396015177896,29.17008264982812,41.87992507837555,43.80770435260306,31.43586840208397,49.65134453658969,50.63685469196637,38.50894413776389,44.388888888888886,43.57222222222222,4.616666666666666,44.388888888888886,44.388888888888886,81.19444444444444,123.45,123.45,43.0,9.0,10.316666666666666,43.0,43.0,30.572222222222223,17.0,17.0
4,0,1,0,10,45.91554691548037,30.72541550223462,40.56829794290465,45.21430120715701,36.752434185701134,48.03086873490504,49.71568496881186,40.69804550499402,55.477777777777774,43.27222222222223,4.261111111111111,55.477777777777774,55.477777777777774,78.7388888888889,121.60555555555555,121.60555555555555,38.0,9.372222222222222,10.094444444444443,38.0,38.0,30.494444444444444,17.0,17.0
4,0,1,0,10,45.34993093255628,27.424742387444898,39.75671007845148,42.72413436217664,29.28465599584547,46.44235145570527,43.12604020105937,34.61552679178191,73.73333333333333,46.29444444444445,4.222222222222222,73.73333333333333,73.73333333333333,85.13888888888889,130.42777777777778,130.42777777777778,38.0,9.03888888888889,10.372222222222222,38.0,38.0,30.0,16.983333333333334,16.983333333333334
