NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_cartEmpty,RES_TIME_viewProduct,RES_TIME_checkout,RES_TIME_addToCart,RES_TIME_viewCart,RES_TIME_setCurrency,RES_TIME_logout,RES_TIME_home,CPU_cartEmpty,CPU_viewProduct,CPU_checkout,CPU_addToCart,CPU_viewCart,CPU_setCurrency,CPU_logout,CPU_home,MEM_cartEmpty,MEM_viewProduct,MEM_checkout,MEM_addToCart,MEM_viewCart,MEM_setCurrency,MEM_logout,MEM_home
1,1,0,0,1,0.0,13.77366811292242,0.0,13.150422170049437,10.499335074834816,9.93261404081298,29.940269802703487,18.227193718372465,18.18888888888889,8.372222222222222,1.0,18.18888888888889,18.18888888888889,27.39444444444445,27.072222222222223,27.072222222222223,29.961111111111112,8.044444444444444,7.0,29.961111111111112,29.961111111111112,22.56111111111111,11.911111111111111,11.911111111111111
1,1,0,0,1,0.0,13.371095540506454,0.0,8.315015658542203,6.5658836720588925,9.061180295345062,31.56712443276774,14.448082286825716,14.75,8.422222222222222,1.0,14.75,14.75,21.3,27.072222222222223,27.072222222222223,32.31666666666667,8.444444444444445,7.0,32.31666666666667,32.31666666666667,28.761111111111116,13.761111111111113,13.761111111111113
1,1,0,0,1,0.0,13.761571282361418,0.0,11.800896760502075,9.2811649653276,11.82272856874066,30.033214658431785,19.363238158865435,19.127777777777776,8.238888888888889,1.0,19.127777777777776,19.127777777777776,28.6,26.93888888888889,26.93888888888889,29.961111111111112,7.4,7.0,29.961111111111112,29.961111111111112,22.39444444444445,12.15,12.15
1,1,0,0,1,0.0,14.05952399866328,0.0,8.460938533335138,7.15835723997164,8.363367553317099,24.35623210669898,15.051089574668971,14.511111111111113,8.605555555555556,1.0,14.511111111111113,14.511111111111113,20.56111111111111,27.38888888888889,27.38888888888889,32.31666666666667,8.0,7.0,32.31666666666667,32.31666666666667,28.461111111111112,13.366666666666667,13.366666666666667
1,1,0,0,1,0.0,12.456361529878572,0.0,8.418625113342083,5.974245099990488,8.279662509914415,33.6026336799902,14.771724276218556,13.988888888888887,8.522222222222222,1.0,13.988888888888887,13.988888888888887,20.383333333333333,27.07777777777778,27.07777777777778,32.638888888888886,8.0,7.0,32.638888888888886,32.638888888888886,29.011111111111116,13.683333333333334,13.683333333333334
1,1,0,0,5,0.0,12.661595143098692,0.0,9.304306860976553,6.597072827841374,8.722514019633755,29.658098410653484,14.777036364252345,13.016666666666667,8.594444444444445,1.0,13.016666666666667,13.016666666666667,20.072222222222223,26.86111111111111,26.86111111111111,38.0,9.0,10.683333333333334,38.0,38.0,30.15,17.38888888888889,17.38888888888889
1,1,0,0,5,0.0,13.818306350670657,0.0,8.98233397333494,6.496086833336297,8.317781946664885,27.035578113324544,14.941684550665876,13.716666666666669,8.494444444444444,1.0,13.716666666666669,13.716666666666669,19.788888888888888,27.177777777777777,27.177777777777777,37.0,8.0,7.0,37.0,37.0,29.05555555555556,13.316666666666666,13.316666666666666
1,1,0,0,5,0.0,14.028194332877714,0.0,10.745849636983678,11.182250657537828,9.944706821918098,26.88819853424569,19.576690461643,19.55,8.261111111111111,1.0,19.55,19.55,26.93888888888889,26.916666666666668,26.916666666666668,33.888888888888886,7.372222222222222,7.0,33.888888888888886,33.888888888888886,22.744444444444444,12.066666666666666,12.066666666666666
1,1,0,0,5,0.0,13.197959671494711,0.0,8.095856436938032,7.599201085713202,8.25918056322331,28.38996797347124,14.64905464223398,13.02777777777778,8.511111111111111,1.0,13.02777777777778,13.02777777777778,20.20555555555556,26.86111111111111,26.86111111111111,38.0,9.0,10.0,38.0,38.0,29.488888888888887,17.22222222222222,17.22222222222222
1,1,0,0,5,0.0,12.582372919623284,0.0,8.9621926972062,6.51568952640733,8.113665085482737,25.365523172267604,14.423526624424,12.322222222222225,8.427777777777777,1.0,12.322222222222225,12.322222222222225,20.33888888888889,27.45,27.45,38.0,9.0,10.0,38.0,38.0,30.177777777777777,17.0,17.0
1,1,0,0,10,0.0,12.516814944105352,0.0,8.859391205204767,8.28741743099808,8.137124893853027,31.24895113938957,14.44899149422938,13.438888888888888,8.438888888888888,1.0,13.438888888888888,13.438888888888888,20.194444444444443,26.75555555555556,26.75555555555556,38.0,9.683333333333334,11.0,38.0,38.0,30.511111111111116,17.805555555555557,17.805555555555557
1,1,0,0,10,0.0,13.13373096280129,0.0,8.650551419923431,6.911501166541711,8.229951437090296,29.64218532702944,14.629925830319134,13.733333333333333,8.311111111111112,1.0,13.733333333333333,13.733333333333333,20.272222222222226,26.86111111111111,26.86111111111111,43.0,8.911111111111111,10.0,43.0,43.0,29.316666666666663,17.08888888888889,17.08888888888889
1,1,0,0,10,0.0,11.79545151515184,0.0,8.079362357691947,6.078972357451693,8.13646305964208,31.61495430447529,15.327296866261475,12.438888888888888,8.394444444444444,1.0,12.438888888888888,12.438888888888888,20.1,26.86111111111111,26.86111111111111,43.0,8.644444444444444,10.683333333333334,43.0,43.0,29.038888888888888,17.983333333333334,17.983333333333334
1,1,0,0,10,0.0,13.198553829354433,0.0,9.414636881540943,5.698497714655973,8.094110158684552,29.4407002849694,14.377567436933882,11.8,8.355555555555556,1.0,11.8,11.8,20.011111111111116,26.75555555555556,26.75555555555556,38.0,9.294444444444444,11.0,38.0,38.0,30.094444444444445,17.0,17.0
1,1,0,0,10,0.0,13.52743030921556,0.0,9.494728286808822,7.59333227314831,8.166102266404778,27.590810506856844,14.629512128400773,13.477777777777778,8.244444444444444,1.0,13.477777777777778,13.477777777777778,19.48333333333333,26.727777777777774,26.727777777777774,38.0,9.022222222222222,11.0,38.0,38.0,29.61111111111111,17.0,17.0
1,0,1,0,1,10.84570768886882,11.728694692690176,18.9224014583336,19.20307599500866,10.895451058335462,8.574857438000715,9.37322858335392,27.97865409975915,22.17222222222222,14.805555555555555,1.5555555555555556,22.17222222222222,22.17222222222222,28.927777777777777,43.52777777777778,43.52777777777778,33.31666666666667,8.0,7.872222222222222,33.31666666666667,33.31666666666667,28.666666666666668,14.0,14.0
1,0,1,0,1,11.023984578565823,11.95606628683117,19.86632343289061,17.111826337659437,12.773107165080225,8.496858276047297,11.101216125241518,16.84968216393559,22.122222222222224,16.144444444444446,1.5444444444444445,22.122222222222224,22.122222222222224,34.416666666666664,46.66111111111111,46.66111111111111,33.0,8.13888888888889,8.13888888888889,33.0,33.0,28.86111111111111,14.455555555555556,14.455555555555556
1,0,1,0,1,10.919618569717809,12.170235851094835,18.90126501593196,20.012601409299943,9.941277132914072,8.626042031059702,11.598822014501655,15.069532993718925,22.988888888888887,15.994444444444444,1.8111111111111111,22.988888888888887,22.988888888888887,33.6,46.97222222222222,46.97222222222222,32.81111111111111,8.0,8.0,32.81111111111111,32.81111111111111,29.93888888888889,14.316666666666666,14.316666666666666
1,0,1,0,1,10.300656845964246,11.941528133704384,20.570053625036167,16.634097339605283,12.430818375012365,8.147133898447123,10.507594527538688,17.192201612281337,19.538888888888888,15.905555555555557,1.6055555555555556,19.538888888888888,19.538888888888888,31.416666666666668,46.95555555555556,46.95555555555556,33.0,8.0,8.0,33.0,33.0,29.0,14.922222222222222,14.922222222222222
1,0,1,0,1,9.47815192930362,11.917709872338586,19.314509382866163,17.910703613461934,11.491811220502864,8.0527137187687,10.474073535436856,17.071601475934216,17.983333333333334,15.716666666666669,1.6555555555555554,17.983333333333334,17.983333333333334,31.383333333333333,46.41666666666666,46.41666666666666,33.0,8.027777777777779,8.316666666666666,33.0,33.0,29.344444444444445,14.655555555555557,14.655555555555557
1,0,1,0,5,9.7313024092909,11.809564346675293,19.583151031351523,19.11926822338146,9.984340850542498,8.142793140677895,11.791233937029164,16.462352087636532,20.761111111111116,15.988888888888887,1.6388888888888888,20.761111111111116,20.761111111111116,31.933333333333334,46.92777777777778,46.92777777777778,38.0,9.0,10.316666666666666,38.0,38.0,29.011111111111116,17.316666666666666,17.316666666666666
1,0,1,0,5,9.4965171417328,11.370864175313285,21.73664579526676,19.79343183490096,11.85520412598377,8.129174320307797,11.75413578740575,16.170491144942574,20.86111111111111,15.97222222222222,1.8388888888888888,20.86111111111111,20.86111111111111,31.261111111111116,46.75555555555555,46.75555555555555,37.31666666666667,8.0,7.683333333333334,37.31666666666667,37.31666666666667,28.83888888888889,14.838888888888889,14.838888888888889
1,0,1,0,5,9.447883196850633,12.613420372442098,19.25801388975871,18.66569810550254,9.721207125989432,8.119694929135894,13.614629047238193,15.772302020251908,21.994444444444444,15.822222222222225,1.788888888888889,21.994444444444444,21.994444444444444,31.433333333333334,47.36111111111112,47.36111111111112,37.0,8.0,7.472222222222222,37.0,37.0,28.944444444444443,14.155555555555557,14.155555555555557
1,0,1,0,5,10.199811026272016,11.871935639326006,20.49136436984353,18.49725874652811,14.154792353891269,8.088738488010039,11.796865952863472,16.173460800825993,19.95555555555556,16.155555555555555,1.6888888888888889,19.95555555555556,19.95555555555556,31.73333333333333,46.888888888888886,46.888888888888886,38.0,9.0,10.316666666666666,38.0,38.0,29.683333333333334,17.0,17.0
