NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.68333333333334,40.79317412944909,103,0,5709.138888888889,4.208145393676529,5713,5702
s0,172.31666666666666,100.58106045485016,255,1,162.0,0.0,162,162
s1,206.27777777777777,119.96078320089795,306,1,193.0,0.0,193,193
s2,239.1,139.44987550291242,354,1,186.0,0.0,186,186
s3,104.46111111111111,60.63995418212217,154,1,64.15555555555555,0.36243347622889094,65,64
s4,335.14444444444445,195.12332630707127,493,1,219.0,0.0,219,219
s5,166.7,96.66235047835325,244,1,170.0,0.0,170,170
s6,92.43888888888888,53.41162627169906,136,1,153.76111111111112,0.4264047228330392,154,153
s7,142.19444444444446,82.85744767854287,210,1,151.0,0.0,151,151
s8,88.03333333333333,50.88133252972055,129,1,64.0,0.0,64,64
s9,136.4111111111111,79.63889257063124,202,1,162.0,0.0,162,162
