NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.37777777777778,20.372136623763446,52,0,5757.9,2.0819328626169593,5760,5755
s0,341.8888888888889,199.9184247217096,501,1,160.82222222222222,0.56916659888292,161,159
s1,184.9,107.39517369664865,273,1,186.91666666666666,0.2763853991962833,187,186
s2,222.37222222222223,130.56182148084127,326,1,182.0,0.0,182,182
s3,64.42222222222222,37.27479868871126,94,1,64.0,0.0,64,64
s4,206.2722222222222,121.3982349567624,308,1,215.0,0.0,215,215
s5,77.86666666666666,44.968062740868284,114,1,166.30555555555554,0.4606423319938055,167,166
s6,34.233333333333334,19.266291807195277,50,1,153.0,0.0,153,153
s7,49.16111111111111,28.726713059622337,72,1,150.61111111111111,0.48749802152178456,151,150
s8,35.46666666666667,20.26310275681721,53,1,64.0,0.0,64,64
s9,42.46666666666667,24.59525699533686,62,1,157.0,0.0,157,157
