NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.827777777777776,22.12786844068798,53,0,5675.716666666666,2.7330792564838338,5679,5672
s0,343.0777777777778,211.2197238147874,500,1,159.60555555555555,0.488731035121935,160,159
s1,186.2,114.23773457137531,271,1,186.60555555555555,0.488731035121935,187,186
s2,219.63888888888889,135.41211844213817,323,1,182.0,0.0,182,182
s3,64.10555555555555,38.9995010256146,94,1,64.0,0.0,64,64
s4,209.88333333333333,129.14450455035072,308,1,214.30555555555554,0.46064233199380555,215,214
s5,79.06666666666666,48.44373597850969,117,1,165.0,0.0,165,165
s6,33.42777777777778,20.24709322225334,51,1,153.0,0.0,153,153
s7,48.888888888888886,29.589579413647353,71,1,150.0,0.0,150,150
s8,36.27777777777778,21.820493821572505,53,1,64.0,0.0,64,64
s9,41.733333333333334,25.287809975032108,62,1,157.0,0.0,157,157
