NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.45,20.429900472917954,53,0,5679.444444444444,1.5026725163381487,5681,5677
s0,342.31666666666666,196.9897198389353,500,1,159.76666666666668,0.4229525846816507,160,159
s1,185.2722222222222,106.47356638859326,274,1,186.76666666666668,0.4229525846816507,187,186
s2,222.2111111111111,128.51813485907084,327,1,181.76666666666668,0.4229525846816507,182,181
s3,64.96111111111111,36.9609950396494,95,1,64.0,0.0,64,64
s4,207.02777777777777,119.27458658982155,304,1,214.60555555555555,0.488731035121935,215,214
s5,76.33888888888889,44.006585856726396,114,1,165.0,0.0,165,165
s6,33.68888888888889,18.84860410065451,50,1,153.0,0.0,153,153
s7,49.15,28.343620681439646,74,1,150.0,0.0,150,150
s8,36.28333333333333,20.499668018992136,53,1,64.0,0.0,64,64
s9,41.49444444444445,23.877580656856573,62,1,157.0,0.0,157,157
