NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,33.94444444444444,19.525971941158616,51,0,3800.4777777777776,4.224867592344109,3807,3795
s0,324.68333333333334,195.61974096587377,500,1,154.38888888888889,0.819138360914069,155,153
s1,173.95,104.86617265194083,272,1,176.0,0.0,176,176
s2,205.9388888888889,126.01305769592508,322,1,175.0,0.0,175,175
s3,60.28333333333333,35.612774705465206,92,1,64.0,0.0,64,64
s4,195.62777777777777,116.47474836277966,307,1,198.78333333333333,0.41197356981027583,199,198
s5,74.07777777777778,43.54377816960709,115,1,160.0,0.0,160,160
s6,32.00555555555555,19.219636145885982,50,1,147.17777777777778,0.3823255674241168,148,147
s7,45.07222222222222,27.197024051979483,73,1,149.0,0.0,149,149
s8,34.34444444444444,19.607062849398094,52,1,64.0,0.0,64,64
s9,38.80555555555556,22.561791010029477,60,1,156.0,0.0,156,156
