NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,66.61111111111111,36.39175561227034,98,0,5681.716666666666,2.5238308624434844,5684,5676
s0,154.92777777777778,83.34600107420711,226,1,163.86666666666667,0.339934634239519,164,163
s1,216.11111111111111,117.65240182130147,320,1,194.0,0.0,194,194
s2,246.88888888888889,133.19358880503756,358,1,188.0,0.0,188,188
s3,101.25555555555556,54.858618508775436,147,1,64.86666666666666,0.3399346342395191,65,64
s4,344.55,186.84266331149672,500,1,220.86666666666667,0.339934634239519,221,220
s5,176.35,95.93970762932311,259,1,171.60555555555555,0.48873103512193494,172,171
s6,103.41666666666667,57.16184381988468,153,1,155.0,0.0,155,155
s7,134.52777777777777,72.56119490590572,197,1,152.0,0.0,152,152
s8,78.42222222222222,42.53181234944492,115,1,64.3,0.458257569495584,65,64
s9,131.84444444444443,72.27254144496082,196,1,162.0,0.0,162,162
