NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.522222222222226,43.43135779026685,100,0,1754.088888888889,7.501324985841492,1768,1745
s0,139.53333333333333,100.01079941686298,231,1,148.30555555555554,0.46064233199380555,149,148
s1,186.11666666666667,133.61616980490547,308,1,166.0,0.0,166,166
s2,217.36111111111111,156.29138612394226,359,1,167.3,0.4582575694955841,168,167
s3,91.03888888888889,64.7150475279375,148,1,64.0,0.0,64,64
s4,298.69444444444446,215.51316271278918,496,1,179.0,0.0,179,179
s5,155.88888888888889,112.42666196675793,260,1,153.60555555555555,0.48873103512193494,154,153
s6,90.45,64.3686668945208,148,1,141.0,0.0,141,141
s7,117.55555555555556,84.52555315289257,192,1,143.0,0.0,143,143
s8,68.71666666666667,48.91060723401417,114,1,63.605555555555554,0.48873103512193494,64,63
s9,116.81666666666666,83.69723711091068,194,1,149.0,0.0,149,149
