NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,60.44444444444444,42.36392886803351,98,0,171.64444444444445,7.299636385329389,185,163
s0,126.23333333333333,91.36241021339137,209,1,136.0,0.0,136,136
s1,170.26111111111112,122.15410867192351,279,1,150.0,0.0,150,150
s2,201.57777777777778,146.22839652617847,337,1,152.92777777777778,0.8167044586871718,154,152
s3,87.31111111111112,62.467350484418745,144,1,63.0,0.0,63,63
s4,274.9166666666667,196.78733233281727,449,1,151.62777777777777,0.48339718607597704,152,151
s5,145.63333333333333,104.388904263496,239,1,140.65,0.5214829282387339,142,140
s6,85.48333333333333,61.80061802999132,143,1,137.32222222222222,0.4673275743291798,138,137
s7,111.27222222222223,79.66721272864149,182,1,139.62777777777777,0.48339718607597704,140,139
s8,66.41666666666667,46.84464572748238,108,1,63.0,0.0,63,63
s9,111.22222222222223,79.71522617386606,183,1,138.0,0.0,138,138
