NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,60.21666666666667,41.98905611386535,98,0,251.01666666666668,7.246819225625053,264,242
s0,127.43333333333334,89.02952693722834,208,1,136.30555555555554,0.46064233199380555,137,136
s1,172.85555555555555,121.00266857581751,285,1,152.0,0.0,152,152
s2,199.01666666666668,139.47638091567094,327,1,156.0,0.0,156,156
s3,85.89444444444445,59.574276441936306,140,1,63.0,0.0,63,63
s4,276.9888888888889,194.28266889277273,456,1,155.0,0.0,155,155
s5,145.12222222222223,101.23946614918927,239,1,144.0,0.0,144,144
s6,85.49444444444444,59.193327065943855,138,1,138.36666666666667,0.4818944098266987,139,138
s7,112.32222222222222,78.34997380383562,184,1,141.0,0.0,141,141
s8,65.50555555555556,45.2350033126047,107,1,63.0,0.0,63,63
s9,109.15,76.48423766444373,181,1,138.67222222222222,0.4694033512586372,139,138
