NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,66.11111111111111,37.27657722855659,98,0,5720.811111111111,1.6013497393306437,5722,5718
s0,153.61111111111111,86.55963832904065,234,1,160.80555555555554,0.39577241246597233,161,160
s1,214.51666666666668,119.66613161440273,318,1,188.30555555555554,0.46064233199380555,189,188
s2,246.82777777777778,140.44693859863372,369,1,184.0,0.0,184,184
s3,100.2611111111111,56.3480615745553,150,1,64.80555555555556,0.39577241246597245,65,64
s4,340.6388888888889,189.0420518735004,500,1,217.60555555555555,0.48873103512193494,218,217
s5,176.21666666666667,99.29738023846461,264,1,168.3,0.4582575694955841,169,168
s6,105.38333333333334,59.352082711748395,157,1,153.0,0.0,153,153
s7,133.51666666666668,75.15639065013403,199,1,151.0,0.0,151,151
s8,76.96111111111111,42.61199151632852,114,1,64.0,0.0,64,64
s9,130.2888888888889,74.14786195230964,196,1,161.2,0.4,162,161
