NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.26666666666667,43.79835105977799,102,0,5731.9,8.233468284993878,5745,5721
s0,160.9388888888889,103.93567262114522,242,1,162.0,0.0,162,162
s1,216.27777777777777,139.64120911804872,321,1,190.1,0.3,191,190
s2,259.02222222222224,168.6826064785432,401,1,185.0,0.0,185,185
s3,103.66666666666667,66.82481242439484,157,1,64.70555555555555,0.4557926212437482,65,64
s4,340.27222222222224,219.90633942040856,501,1,217.4,0.4898979485566356,218,217
s5,176.25555555555556,113.78772254715857,263,1,169.0,0.0,169,169
s6,107.00555555555556,69.22375132072504,164,1,153.0,0.0,153,153
s7,137.15555555555557,88.72891437921226,209,1,151.0,0.0,151,151
s8,77.73333333333333,49.810596819909264,115,1,64.0,0.0,64,64
s9,134.8388888888889,87.24977961697024,206,1,161.1,0.3,162,161
