NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,66.03888888888889,37.54247429969434,99,0,5745.138888888889,2.2029371527044144,5749,5742
s0,155.99444444444444,87.64128258748984,232,1,162.3,0.45825756949558405,163,162
s1,214.73333333333332,121.4708744240089,318,1,190.60555555555555,0.488731035121935,191,190
s2,251.32777777777778,141.87004344961295,372,1,185.3,0.45825756949558405,186,185
s3,102.16666666666667,57.622092599588534,151,1,64.79444444444445,0.404107002087074,65,64
s4,340.1277777777778,191.2294732791399,500,1,217.60555555555555,0.488731035121935,218,217
s5,176.98888888888888,99.19369317366956,261,1,169.0,0.0,169,169
s6,105.72222222222223,59.39201737940093,157,1,153.30555555555554,0.4606423319938055,154,153
s7,135.67777777777778,75.4526824171985,200,1,151.0,0.0,151,151
s8,77.75555555555556,43.20038865851688,115,1,64.0,0.0,64,64
s9,131.90555555555557,74.3947203340415,196,1,161.1888888888889,0.3914203323068564,162,161
