NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.85,43.93549248614382,100,0,5711.433333333333,2.3690129214975215,5714,5708
s0,149.4,96.05748279025428,219,1,162.0,0.0,162,162
s1,199.2277777777778,128.64170010604195,296,1,193.0,0.0,193,193
s2,238.11666666666667,153.4716142773278,349,1,186.0,0.0,186,186
s3,99.69444444444444,63.8569666626753,146,1,64.1,0.3,65,64
s4,324.75555555555553,210.04807974001844,482,1,219.0,0.0,219,219
s5,168.0611111111111,108.32523887138771,251,1,170.0,0.0,170,170
s6,99.92222222222222,64.32870929457681,149,1,153.70555555555555,0.4557926212437482,154,153
s7,131.96666666666667,84.83414537921757,193,1,151.0,0.0,151,151
s8,76.21666666666667,48.759645769381414,112,1,64.0,0.0,64,64
s9,128.9388888888889,82.81915800162886,188,1,162.0,0.0,162,162
