NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_get_customer,RES_TIME_login,RES_TIME_get_catalogue2,RES_TIME_get_address,RES_TIME_get_card,RES_TIME_get_catalogue3,RES_TIME_get_tags,RES_TIME_get_related,RES_TIME_get_cart,RES_TIME_add_item_to_cart,RES_TIME_get_catalogue1,RES_TIME_get_orders,RES_TIME_get_item,CPU_get_customer,CPU_login,CPU_get_catalogue2,CPU_get_address,CPU_get_card,CPU_get_catalogue3,CPU_get_tags,CPU_get_related,CPU_get_cart,CPU_add_item_to_cart,CPU_get_catalogue1,CPU_get_orders,CPU_get_item,MEM_get_customer,MEM_login,MEM_get_catalogue2,MEM_get_address,MEM_get_card,MEM_get_catalogue3,MEM_get_tags,MEM_get_related,MEM_get_cart,MEM_add_item_to_cart,MEM_get_catalogue1,MEM_get_orders,MEM_get_item
1,1,0,0,1,45.29199873759353,0.0,46.77261788338001,0.0,0.0,3.7158365834026577,44.71918355828469,46.277000058322905,48.90656058126979,0.0,3.4905620333347542,0.0,46.81313479154596,1.0,1.0,2.2555555555555555,1.0,1.0,2.2555555555555555,2.2555555555555555,2.2555555555555555,16.105555555555554,16.105555555555554,2.2555555555555555,2.0,2.2555555555555555,4.572222222222222,4.572222222222222,4.583333333333333,4.572222222222222,4.572222222222222,4.583333333333333,4.583333333333333,4.583333333333333,367.7944444444444,367.7944444444444,4.583333333333333,356.0,4.583333333333333
1,1,0,0,1,44.89999336359583,0.0,46.94920835532113,0.0,0.0,3.5785617024389054,44.53515846287415,45.10223544630283,46.39567629422985,0.0,3.293361926233822,0.0,46.48721555366303,1.0,1.0,2.2333333333333334,1.0,1.0,2.2333333333333334,2.2333333333333334,2.2333333333333334,5.705555555555556,5.705555555555556,2.2333333333333334,2.0,2.2333333333333334,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,367.3833333333333,367.3833333333333,6.0,356.0,6.0
1,1,0,0,1,45.0097535743804,0.0,46.89984566109408,0.0,0.0,3.558425537215773,44.62857428928349,45.38754176852413,46.433957684603605,0.0,3.3213353278638427,0.0,46.65330343804956,1.3111111111111111,1.3111111111111111,2.1666666666666665,1.3111111111111111,1.3111111111111111,2.1666666666666665,2.1666666666666665,2.1666666666666665,8.222222222222221,8.222222222222221,2.1666666666666665,2.0,2.1666666666666665,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,368.5444444444444,368.5444444444444,6.0,356.0,6.0
1,1,0,0,1,45.24855680155127,0.0,46.733778347012304,0.0,0.0,3.629878190096395,44.56794254557198,45.48797907444183,47.07020153923133,0.0,3.393217210663547,0.0,46.749168859515365,1.0,1.0,2.411111111111111,1.0,1.0,2.411111111111111,2.411111111111111,2.411111111111111,7.955555555555556,7.955555555555556,2.411111111111111,2.0,2.411111111111111,5.394444444444445,5.394444444444445,6.0,5.394444444444445,5.394444444444445,6.0,6.0,6.0,369.3222222222222,369.3222222222222,6.0,356.0,6.0
1,1,0,0,1,44.861504061966926,0.0,46.68394808261138,0.0,0.0,3.6097916116518753,44.84826157026836,45.31117084300882,46.55164721490027,0.0,3.2753400083335187,0.0,46.64828423137655,1.0,1.0,2.25,1.0,1.0,2.25,2.25,2.25,6.522222222222222,6.522222222222222,2.25,2.0,2.25,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,368.6166666666667,368.6166666666667,6.0,356.0,6.0
1,1,0,0,5,48.5649015762665,0.0,46.54333494067652,0.0,0.0,4.8912955677769405,47.44755396610398,48.323971923724976,53.3928044343217,0.0,4.864365737292581,0.0,46.66680483049824,1.6888888888888889,1.6888888888888889,3.066666666666667,1.6888888888888889,1.6888888888888889,3.066666666666667,3.066666666666667,3.066666666666667,105.74444444444444,105.74444444444444,3.066666666666667,2.311111111111111,3.066666666666667,4.455555555555556,4.455555555555556,4.461111111111111,4.455555555555556,4.455555555555556,4.461111111111111,4.461111111111111,4.461111111111111,345.3722222222222,345.3722222222222,4.461111111111111,354.0,4.461111111111111
1,1,0,0,5,48.37639060084265,0.0,46.581535199974645,0.0,0.0,4.574854524988344,46.66296616668433,48.2337321932888,48.02923289562842,0.0,4.5495249291718665,0.0,46.29948975628035,1.7444444444444445,1.7444444444444445,2.9277777777777776,1.7444444444444445,1.7444444444444445,2.9277777777777776,2.9277777777777776,2.9277777777777776,6.2,6.2,2.9277777777777776,2.0,2.9277777777777776,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,354.5611111111112,354.5611111111112,6.0,354.0,6.0
1,1,0,0,5,48.16128985000129,0.0,46.62068778333151,0.0,0.0,4.540802316680963,46.48501677500197,48.3707807731104,47.86574206667069,0.0,4.522795374993886,0.0,46.35291783332794,1.65,1.65,2.9055555555555554,1.65,1.65,2.9055555555555554,2.9055555555555554,2.9055555555555554,8.783333333333333,8.783333333333333,2.9055555555555554,2.3,2.9055555555555554,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,354.30555555555554,354.30555555555554,6.0,354.0,6.0
1,1,0,0,5,48.17738836555584,0.0,46.59780474788809,0.0,0.0,4.530783016795848,46.45042489916223,48.330823310928224,49.40974263654992,0.0,4.502055147049148,0.0,46.51426105881513,1.7777777777777777,1.7777777777777777,2.727777777777778,1.7777777777777777,1.7777777777777777,2.727777777777778,2.727777777777778,2.727777777777778,11.177777777777775,11.177777777777775,2.727777777777778,2.0,2.727777777777778,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,349.2055555555556,349.2055555555556,6.0,354.0,6.0
1,1,0,0,5,48.099353298313005,0.0,46.535836608359205,0.0,0.0,4.551306283341698,46.39529919166421,48.28727729410894,48.484871219208046,0.0,4.535282958336022,0.0,46.383088428567,1.5611111111111111,1.5611111111111111,2.7333333333333334,1.5611111111111111,1.5611111111111111,2.7333333333333334,2.7333333333333334,2.7333333333333334,8.622222222222222,8.622222222222222,2.7333333333333334,2.0,2.7333333333333334,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,351.8222222222222,351.8222222222222,6.0,354.0,6.0
1,1,0,0,10,45.18857919159321,0.0,46.7382121079936,0.0,0.0,3.6357939166312767,44.5614146917554,45.34353423308252,49.50152528566226,0.0,3.557360775084817,0.0,46.48806560016965,1.0,1.0,2.183333333333333,1.0,1.0,2.183333333333333,2.183333333333333,2.183333333333333,16.38888888888889,16.38888888888889,2.183333333333333,2.0,2.183333333333333,4.183333333333334,4.183333333333334,4.183333333333334,4.183333333333334,4.183333333333334,4.183333333333334,4.183333333333334,4.183333333333334,331.05555555555554,331.05555555555554,4.183333333333334,359.0,4.183333333333334
1,1,0,0,10,44.814133700934,0.0,46.769857918020605,0.0,0.0,3.487075852315117,44.30160211476967,44.653184768396976,45.9983710905094,0.0,3.3570518813486743,0.0,46.48264646699526,1.0,1.0,2.161111111111111,1.0,1.0,2.161111111111111,2.161111111111111,2.161111111111111,4.822222222222222,4.822222222222222,2.161111111111111,2.0,2.161111111111111,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,338.4277777777778,338.4277777777778,6.0,359.0,6.0
1,1,0,0,10,44.83530327982299,0.0,46.82557167206007,0.0,0.0,3.496991138684384,44.639505925752914,45.09816517378011,46.001692683668686,0.0,3.3144944465645687,0.0,46.46948747937461,1.0,1.0,2.2777777777777777,1.0,1.0,2.2777777777777777,2.2777777777777777,2.2777777777777777,8.105555555555556,8.105555555555556,2.2777777777777777,2.0,2.2777777777777777,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,338.0,338.0,6.0,359.0,6.0
1,1,0,0,10,44.92238268213735,0.0,46.54565542987557,0.0,0.0,3.549802801470765,44.57521664435939,45.34434550417749,46.75397157426375,0.0,3.29800995488527,0.0,46.711005843117015,1.0,1.0,2.333333333333333,1.0,1.0,2.333333333333333,2.333333333333333,2.333333333333333,7.955555555555556,7.955555555555556,2.333333333333333,2.0,2.333333333333333,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,335.1555555555556,335.1555555555556,5.511111111111111,359.0,5.511111111111111
1,1,0,0,10,44.63326439720537,0.0,46.64841624611147,0.0,0.0,3.499941458984289,44.43422048327611,45.05920239682367,46.14445161475532,0.0,3.327897688711241,0.0,46.72028893466751,1.0,1.0,2.1777777777777776,1.0,1.0,2.1777777777777776,2.1777777777777776,2.1777777777777776,6.733333333333333,6.733333333333333,2.1777777777777776,2.0,2.1777777777777776,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,337.27777777777777,337.27777777777777,6.0,359.0,6.0
1,0,1,0,1,45.97373806022813,49.7485986841885,0.0,0.0,0.0,0.0,0.0,0.0,47.38096568677489,0.0,3.470717605243162,52.1333474586337,45.32152013528784,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,9.0,9.0,1.6944444444444444,11.122222222222222,1.6944444444444444,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,367.69444444444446,367.69444444444446,6.0,355.3833333333333,6.0
1,0,1,0,1,45.83936510433846,49.33198092538675,0.0,0.0,0.0,0.0,0.0,0.0,46.69996816172178,0.0,3.4334839627588924,47.14129414179609,45.25314228354926,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,7.788888888888889,7.788888888888889,1.6777777777777778,5.016666666666667,1.6777777777777778,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,370.73333333333335,370.73333333333335,6.0,352.3833333333333,6.0
1,0,1,0,1,45.647050774400974,50.228554074645,0.0,0.0,0.0,0.0,0.0,0.0,47.02348558356859,0.0,3.3830483059264496,47.13240435071995,45.079320285682,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,5.961111111111111,5.961111111111111,1.6055555555555556,4.144444444444445,1.6055555555555556,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,369.31111111111113,369.31111111111113,6.0,352.68888888888887,6.0
1,0,1,0,1,45.89761536560367,50.51780460445428,0.0,0.0,0.0,0.0,0.0,0.0,46.74009277117314,0.0,3.354460914151651,47.06101396269373,45.07503854483051,1.7666666666666666,1.7666666666666666,1.4555555555555555,1.7666666666666666,1.7666666666666666,1.4555555555555555,1.4555555555555555,1.4555555555555555,8.422222222222222,8.422222222222222,1.4555555555555555,6.605555555555555,1.4555555555555555,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,368.4555555555556,368.4555555555556,6.0,352.15,6.0
1,0,1,0,1,45.70901460447746,49.25159650746768,0.0,0.0,0.0,0.0,0.0,0.0,46.82584501242401,0.0,3.462884436573146,46.79840758210537,45.02930677608674,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,7.022222222222222,7.022222222222222,1.5333333333333334,4.222222222222222,1.5333333333333334,6.222222222222222,6.222222222222222,6.0,6.222222222222222,6.222222222222222,6.0,6.0,6.0,369.0,369.0,6.0,353.0,6.0
1,0,1,0,5,48.459298427494055,53.4031434351115,0.0,0.0,0.0,0.0,0.0,0.0,48.71903995163818,0.0,4.819645889318692,58.31963833588468,48.43766597709769,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,12.755555555555556,12.755555555555556,1.8333333333333333,16.655555555555555,1.8333333333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,354.22777777777776,354.22777777777776,6.0,355.6666666666667,6.0
1,0,1,0,5,48.38516209925548,52.56420855302181,0.0,0.0,0.0,0.0,0.0,0.0,48.768870967081895,0.0,4.813357492433955,49.330356371208175,48.45026117556755,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,10.688888888888888,10.688888888888888,1.6,5.888888888888889,1.6,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,358.2944444444444,358.2944444444444,6.0,361.0,6.0
1,0,1,0,5,48.38796913740058,53.20760434351333,0.0,0.0,0.0,0.0,0.0,0.0,49.0216424300146,0.0,4.895593114493916,50.5993240992232,48.5213697328243,2.105555555555556,2.105555555555556,1.805555555555556,2.105555555555556,2.105555555555556,1.805555555555556,1.805555555555556,1.805555555555556,7.45,7.45,1.805555555555556,5.616666666666666,1.805555555555556,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,355.7,355.7,6.0,360.49444444444447,6.0
1,0,1,0,5,48.41853623664079,54.16097527477663,0.0,0.0,0.0,0.0,0.0,0.0,48.26442746565608,0.0,4.831645999995075,50.81452525189694,48.45284113741421,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,9.083333333333334,9.083333333333334,1.6222222222222222,8.433333333333334,1.6222222222222222,6.016666666666667,6.016666666666667,6.0,6.016666666666667,6.016666666666667,6.0,6.0,6.0,355.3222222222222,355.3222222222222,6.0,357.6388888888889,6.0
1,0,1,0,5,48.46358507631716,52.8881050992288,0.0,0.0,0.0,0.0,0.0,0.0,48.973525672612006,0.0,4.871743844107719,50.43033033589798,48.25081632825389,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,7.877777777777778,7.877777777777778,1.7166666666666666,5.866666666666666,1.7166666666666666,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,355.7,355.7,6.0,359.8277777777778,6.0
