NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.85,21.444625071202445,52,0,1446.0444444444445,4.684278934457519,1452,1440
s0,325.78333333333336,217.33219005323014,501,1,147.60555555555555,0.48873103512193494,148,147
s1,174.89444444444445,117.61611271052875,270,1,163.0,0.0,163,163
s2,209.13888888888889,139.74801783085982,322,1,166.0,0.0,166,166
s3,61.6,39.72832742515093,94,1,64.0,0.0,64,64
s4,197.3111111111111,133.2408966616852,305,1,176.9111111111111,0.28458329944145994,177,176
s5,74.31666666666666,48.74998290597991,114,1,152.0,0.0,152,152
s6,32.51111111111111,21.13908672706371,50,1,141.0,0.0,141,141
s7,45.23888888888889,28.973812676064128,69,1,143.0,0.0,143,143
s8,35.233333333333334,22.727883022108916,54,1,63.0,0.0,63,63
s9,39.166666666666664,25.314137464183045,61,1,148.0,0.0,148,148
