NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.416666666666664,23.091334353437055,52,0,1412.4666666666667,4.3797513881751575,1420,1407
s0,323.1333333333333,223.22396326957772,500,1,147.61111111111111,0.4874980215217845,148,147
s1,174.4777777777778,120.41587453282965,273,1,163.0,0.0,163,163
s2,205.14444444444445,141.96420214743583,318,1,165.65555555555557,0.4751867728965133,166,165
s3,60.76111111111111,41.50038338362254,93,1,64.0,0.0,64,64
s4,192.95555555555555,132.65480777073765,303,1,176.0,0.0,176,176
s5,72.33888888888889,49.34100884985012,113,1,152.0,0.0,152,152
s6,31.883333333333333,21.237094120116023,50,1,141.0,0.0,141,141
s7,44.333333333333336,29.626752175094126,69,1,143.0,0.0,143,143
s8,34.24444444444445,22.899932610823267,53,1,63.0,0.0,63,63
s9,37.916666666666664,25.576437724332656,59,1,148.0,0.0,148,148
