NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,36.172222222222224,19.894954847776397,54,0,5270.761111111111,2.6444152659454665,5273,5266
s0,343.31111111111113,187.94491772528843,501,1,158.11666666666667,0.6934214687571574,159,157
s1,182.26111111111112,98.45531213527447,267,1,184.0,0.0,184,184
s2,217.58333333333334,119.25583493761077,318,1,179.8111111111111,0.39142033230685647,180,179
s3,64.31111111111112,34.88875796153778,94,1,64.0,0.0,64,64
s4,207.2,112.0021031548565,306,1,211.60555555555555,0.48873103512193494,212,211
s5,78.0,41.99616384597262,114,1,165.0,0.0,165,165
s6,34.02777777777778,18.26089645954362,50,1,153.0,0.0,153,153
s7,47.31111111111111,25.74949597972505,72,1,150.0,0.0,150,150
s8,35.855555555555554,19.1288386771336,53,1,64.0,0.0,64,64
s9,40.827777777777776,21.653029183915727,61,1,156.50555555555556,0.4999691348498116,157,156
