NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.4,41.08089580328062,99,0,429.4111111111111,7.431007774401119,443,420
s0,131.7722222222222,88.40530593399896,215,1,140.0,0.0,140,140
s1,177.0388888888889,120.38458575604405,293,1,155.0,0.0,155,155
s2,208.84444444444443,139.19829270274127,341,1,158.0,0.0,158,158
s3,89.09444444444445,59.17006536925973,146,1,63.0,0.0,63,63
s4,287.9277777777778,194.39501681300473,472,1,158.10555555555555,0.3072679290894407,159,158
s5,151.41666666666666,101.32597972221471,246,1,144.10555555555555,0.3072679290894407,145,144
s6,88.56666666666666,58.68040558823702,143,1,139.0,0.0,139,139
s7,115.18888888888888,77.65248718123648,189,1,142.0,0.0,142,142
s8,68.62222222222222,45.70438291109454,112,1,63.0,0.0,63,63
s9,113.56666666666666,76.6149898301022,188,1,142.4111111111111,0.4920353294552117,143,142
