NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.38888888888889,45.899575026946835,102,0,5697.15,2.528668951576435,5700,5693
s0,176.85,116.06638306494168,260,1,162.60555555555555,0.48873103512193494,163,162
s1,211.73888888888888,138.83288770992462,311,1,193.0,0.0,193,193
s2,244.65555555555557,160.2101509553493,359,1,186.60555555555555,0.48873103512193494,187,186
s3,106.03333333333333,69.19030921226533,156,1,64.91111111111111,0.28458329944145994,65,64
s4,340.6388888888889,223.81549355288388,498,1,219.3,0.458257569495584,220,219
s5,167.51111111111112,109.63766024140554,245,1,170.0,0.0,170,170
s6,93.59444444444445,61.25408804699598,137,1,154.0,0.0,154,154
s7,144.83333333333334,95.30357927288053,214,1,151.0,0.0,151,151
s8,87.79444444444445,57.25922509102521,128,1,64.0,0.0,64,64
s9,138.43333333333334,90.89927881390967,205,1,162.0,0.0,162,162
