NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,62.66111111111111,42.39197564121578,101,0,4146.811111111111,8.024814908830463,4161,4137
s0,142.61111111111111,97.34203094066982,235,1,154.09444444444443,0.292446048627819,155,154
s1,191.52777777777777,131.64676771807686,319,1,177.09444444444443,0.292446048627819,178,177
s2,226.67777777777778,155.1666364323478,374,1,175.7,0.4582575694955841,176,175
s3,93.56111111111112,63.167780455342275,152,1,64.30555555555556,0.46064233199380555,65,64
s4,304.46666666666664,208.1874529253758,500,1,200.7,0.4582575694955841,201,200
s5,159.07222222222222,108.39659847858879,261,1,160.0,0.0,160,160
s6,95.43333333333334,65.1488978332626,158,1,150.09444444444443,0.292446048627819,151,150
s7,126.75555555555556,86.64394716451295,210,1,149.30555555555554,0.46064233199380555,150,149
s8,71.6,48.4772111409062,118,1,64.0,0.0,64,64
s9,122.05555555555556,84.04996676727627,205,1,156.09444444444443,0.292446048627819,157,156
