NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.105555555555554,20.54764036796824,51,0,5672.461111111111,4.073442291080779,5680,5666
s0,343.14444444444445,202.42839947393804,500,1,164.85,0.49972214501883166,165,163
s1,182.9388888888889,109.99627084026727,269,1,194.0,0.0,194,194
s2,219.07777777777778,130.19448936774702,322,1,188.0,0.0,188,188
s3,63.96111111111111,37.43978333996085,93,1,64.91111111111111,0.28458329944145994,65,64
s4,203.8111111111111,122.75566467530753,302,1,220.3,0.4582575694955841,221,220
s5,75.40555555555555,44.875593121703595,112,1,171.9111111111111,0.28458329944145994,172,171
s6,33.86666666666667,19.491422614974912,50,1,155.0,0.0,155,155
s7,47.955555555555556,28.365437149660814,71,1,152.0,0.0,152,152
s8,35.22222222222222,21.08331503439405,52,1,64.0,0.0,64,64
s9,40.81666666666667,24.125246112734267,60,1,162.0,0.0,162,162
